conditionId,city,entryTs,side,reason,cushion,ourBid,entryPrice,entryFill,exitPrice,exitFill,pnl,status,score,title
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386130,NO,observed-above,9.00,0.9880,0.9850,40.49,0.9990,40.49,0.5668,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386640,NO,observed-above,9.00,0.9900,0.8816,40.40,0.9990,40.40,4.7438,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386700,NO,observed-above,9.00,0.9900,0.8816,40.40,0.9990,40.40,4.7438,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386730,NO,observed-above,9.00,0.9880,0.8816,40.49,0.9990,40.49,4.7539,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0xa6ad5f563d0a8b4b63088b2eb9e815bff87e073ca2fb69b9c978acde22aecc74,Seoul,1776386730,NO,observed-above,8.00,0.9600,0.7786,41.67,1.0000,41.67,9.2232,settle-win,1,Will the highest temperature in Seoul be 16°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386760,NO,observed-above,9.00,0.9885,0.8816,40.47,0.9990,40.47,4.7515,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776386820,NO,observed-above,9.00,0.9890,0.8816,40.44,0.9990,40.44,4.7488,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0xa6ad5f563d0a8b4b63088b2eb9e815bff87e073ca2fb69b9c978acde22aecc74,Seoul,1776387000,NO,observed-above,8.00,0.9590,0.7786,41.71,1.0000,41.71,9.2328,settle-win,1,Will the highest temperature in Seoul be 16°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776387240,NO,observed-above,9.00,0.9800,0.8815,40.82,0.9990,40.82,4.7950,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776387780,NO,observed-above,9.00,0.9590,0.8806,41.71,0.9990,41.71,4.9394,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776388170,NO,observed-above,9.00,0.9545,0.8805,41.91,0.9990,41.91,4.9639,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,Seoul,1776388260,NO,observed-above,9.00,0.9550,0.8950,41.88,0.9990,41.88,4.3565,filled-999,1,Will the highest temperature in Seoul be 15°C on April 17?
