conditionId,city,entryTs,entryPrice,exitTs,exitPrice,shares,usdc,holdMin,pnl,score,status,title
0x4ca2c1cfbbbc64e5f707ccd46ca40651c265b6c4f8ffcb73ef7f3aa764635c8f,Amsterdam,1776592306,0.9955,1776592726,0.9990,40.18,40.00,7.0,0.1406,0.9002,target-hit,Will the highest temperature in Amsterdam be 12°C on April 19?
0xd1a5d084e61642fc89f472c5630c86042587a9b18ca1de58540ca86712197083,Jeddah,1776598608,0.9950,1776598844,0.9990,40.20,40.00,3.9,0.1608,0.9052,target-hit,Will the highest temperature in Jeddah be 37°C on April 19?
0x8b664c5e8c757dc3b5597c8cfb0e8de30c40456a5717d6d4bdc4cd9422732196,Chengdu,1776614700,0.9980,1776614813,0.9990,40.08,40.00,1.9,0.0401,0.9864,target-hit,Will the highest temperature in Chengdu be 21°C on April 20?
0x46e599dc98fc6cb7f8e15906ccf8c2fed793c3cb76c7b3c5c4e01fed524c2e0c,Chongqing,1776614599,0.9950,1776614870,0.9990,40.20,40.00,4.5,0.1608,0.9655,target-hit,Will the highest temperature in Chongqing be 18°C on April 20?
0x91d7b7c6d80099f17fa3786cb2cb5b830bf83dec63ed9dd1ca2215c65bc8ccd8,Chongqing,1776614599,0.9970,1776614870,0.9990,40.12,40.00,4.5,0.0802,0.9744,target-hit,Will the highest temperature in Chongqing be 17°C on April 20?
0x524c6c5694ce7a2dfeb7d069bbbc2810d77867f224a3d3489d43cf2ab2f20e46,Karachi,1776621055,0.9970,1776622258,0.9970,40.12,40.00,20.1,0.0000,0.9690,timeout-flat,Highest temperature in Karachi on April 20?
0x524c6c5694ce7a2dfeb7d069bbbc2810d77867f224a3d3489d43cf2ab2f20e46,Karachi,1776622258,0.9965,1776623752,0.9965,40.14,40.00,24.9,0.0000,0.9485,timeout-flat,Highest temperature in Karachi on April 20?
0x524c6c5694ce7a2dfeb7d069bbbc2810d77867f224a3d3489d43cf2ab2f20e46,Karachi,1776623752,0.9970,1776624652,0.9970,40.12,40.00,15.0,0.0000,0.9690,timeout-flat,Highest temperature in Karachi on April 20?
0x524c6c5694ce7a2dfeb7d069bbbc2810d77867f224a3d3489d43cf2ab2f20e46,Karachi,1776624652,0.9965,1776625558,0.9990,40.14,40.00,15.1,0.1004,0.9485,target-hit,Highest temperature in Karachi on April 20?
0x290169cef8f8d8edf8a3ddff492770fae8008d607d6153c4b450bd17ba71f28e,Denver,1776632804,0.9950,1776632927,0.9990,40.20,40.00,2.0,0.1608,0.9436,target-hit,Will the highest temperature in Denver be between 68-69°F on April 19?
0x10f91f66ac5ac44bf7bb3e66322c8cceacaffaaccc85a2093c669f81e5b9e52f,Tel Aviv,1776632749,0.9960,1776633654,0.9960,40.16,40.00,15.1,0.0000,0.9529,timeout-flat,Highest temperature in Tel Aviv on April 20?
0x10f91f66ac5ac44bf7bb3e66322c8cceacaffaaccc85a2093c669f81e5b9e52f,Tel Aviv,1776633654,0.9960,1776633955,0.9990,40.16,40.00,5.0,0.1205,0.9485,target-hit,Highest temperature in Tel Aviv on April 20?
0x8dc097c578993a3fe978efea2901022c63b671a86b58149c22f69df04625a69d,Shenzhen,1776659026,0.9980,1776659976,0.9980,40.08,40.00,15.8,0.0000,0.9896,timeout-flat,Will the highest temperature in Shenzhen be 29°C on April 20?
0x8dc097c578993a3fe978efea2901022c63b671a86b58149c22f69df04625a69d,Shenzhen,1776659976,0.9980,1776660758,0.9990,40.08,40.00,13.0,0.0401,0.9550,target-hit,Will the highest temperature in Shenzhen be 29°C on April 20?
0x8dc097c578993a3fe978efea2901022c63b671a86b58149c22f69df04625a69d,Shenzhen,1776662378,0.9970,1776662496,0.9990,40.12,40.00,2.0,0.0802,0.9614,target-hit,Will the highest temperature in Shenzhen be 29°C on April 20?
0x1a37c136c9666c4e0e1a7db627839753008beec57697280dcac5754aab043b41,Cape Town,1776672350,0.9975,1776672656,0.9990,40.10,40.00,5.1,0.0602,0.9891,target-hit,Highest temperature in Cape Town on April 20?
0x2973029687e50a7e10101d7090ccb69c63d0ea16b87c65a7e97dfd9071aa492a,Shanghai,1776675358,0.9975,1776676506,0.9975,40.10,40.00,19.1,0.0000,0.9877,timeout-flat,Highest temperature in Shanghai on April 20?
0x687ef3ddd628066137c8363c9902a879ae8fba4b5781ee6d3f612d4b06b6ba59,Atlanta,1776675351,0.9960,1776676857,0.9960,40.16,40.00,25.1,0.0000,0.9529,timeout-flat,Highest temperature in Atlanta on April 20?
0xfe2fc0c3bc16382bd95531dd29a107db494b2b406254cf7b8cea92c3480fcecf,Jakarta,1776675352,0.9950,1776676857,0.9950,40.20,40.00,25.1,0.0000,0.9546,timeout-flat,Highest temperature in Jakarta on April 20?
0x25a26ca250e85df6510e0be98c313292af0da745db315f1a6305dc000a50b1ec,Munich,1776675946,0.9960,1776676858,0.9960,40.16,40.00,15.2,0.0000,0.9575,timeout-flat,Highest temperature in Munich on April 20?
0xecec26dc2955e321af01ff1b37ffc010c57c44426c2f2acb8ea7a412a8dba2b6,Atlanta,1776675352,0.9950,1776676858,0.9950,40.20,40.00,25.1,0.0000,0.9546,timeout-flat,Highest temperature in Atlanta on April 20?
0xee4924743d82f27a31a893a50effc653db1f166e8dd67b07e1b5cbe6a31525c6,Atlanta,1776675353,0.9975,1776676859,0.9975,40.10,40.00,25.1,0.0000,0.9604,timeout-flat,Highest temperature in Atlanta on April 20?
0x141154b8ab2cae75dfcdbd568336ebd7e13188d64aa8d3c698ddc54186b8df75,Chicago,1776675957,0.9975,1776677100,0.9975,40.10,40.00,19.1,0.0000,0.9604,timeout-flat,Highest temperature in Chicago on April 20?
0x2235d95cddcd4494eee3d3e23c22674e76a241f2b89fadbe0cb22bfba093ecc0,Jakarta,1776675956,0.9965,1776677152,0.9965,40.14,40.00,19.9,0.0000,0.9601,timeout-flat,Highest temperature in Jakarta on April 20?
0x05648a89c05f33a76d08861d73583b0657c678dac090beb60310ed51b0f93619,Amsterdam,1776677089,0.9980,1776677340,0.9990,40.08,40.00,4.2,0.0401,0.9718,target-hit,Will the highest temperature in Amsterdam be 9°C on April 20?
0x4c9858b3f09b42052cb5358de7e8c35290fbf23718913302cc93f73f72a05b30,Lagos,1776676805,0.9950,1776677753,0.9950,40.20,40.00,15.8,0.0000,0.9546,timeout-flat,Highest temperature in Lagos on April 20?
0x141154b8ab2cae75dfcdbd568336ebd7e13188d64aa8d3c698ddc54186b8df75,Chicago,1776677100,0.9975,1776678008,0.9975,40.10,40.00,15.1,0.0000,0.9877,timeout-flat,Highest temperature in Chicago on April 20?
0x08147c21a39169df6cc80a87312aa3ca37c45352089af661c1db6c78a62f96c3,Lagos,1776676856,0.9950,1776678052,0.9950,40.20,40.00,19.9,0.0000,0.9546,timeout-flat,Highest temperature in Lagos on April 20?
0x687ef3ddd628066137c8363c9902a879ae8fba4b5781ee6d3f612d4b06b6ba59,Atlanta,1776676857,0.9965,1776678053,0.9965,40.14,40.00,19.9,0.0000,0.9485,timeout-flat,Highest temperature in Atlanta on April 20?
0xfe2fc0c3bc16382bd95531dd29a107db494b2b406254cf7b8cea92c3480fcecf,Jakarta,1776676857,0.9950,1776678053,0.9950,40.20,40.00,19.9,0.0000,0.9546,timeout-flat,Highest temperature in Jakarta on April 20?
0x25a26ca250e85df6510e0be98c313292af0da745db315f1a6305dc000a50b1ec,Munich,1776676858,0.9960,1776678054,0.9960,40.16,40.00,19.9,0.0000,0.9709,timeout-flat,Highest temperature in Munich on April 20?
0xee4924743d82f27a31a893a50effc653db1f166e8dd67b07e1b5cbe6a31525c6,Atlanta,1776676859,0.9975,1776678055,0.9975,40.10,40.00,19.9,0.0000,0.9604,timeout-flat,Highest temperature in Atlanta on April 20?
0x1735d39497d7e3f7e125eedee780fa8df177bcf54f7c7b0129d003d7411327f9,Cape Town,1776677865,0.9950,1776678062,0.9990,40.20,40.00,3.3,0.1608,0.9184,target-hit,Will the highest temperature in Cape Town be 16°C on April 20?
0x2235d95cddcd4494eee3d3e23c22674e76a241f2b89fadbe0cb22bfba093ecc0,Jakarta,1776677152,0.9965,1776678357,0.9965,40.14,40.00,20.1,0.0000,0.9557,timeout-flat,Highest temperature in Jakarta on April 20?
0x25a26ca250e85df6510e0be98c313292af0da745db315f1a6305dc000a50b1ec,Munich,1776678054,0.9950,1776678940,0.9990,40.20,40.00,14.8,0.1608,0.9379,target-hit,Highest temperature in Munich on April 20?
0x4c9858b3f09b42052cb5358de7e8c35290fbf23718913302cc93f73f72a05b30,Lagos,1776677753,0.9950,1776678947,0.9950,40.20,40.00,19.9,0.0000,0.9546,timeout-flat,Highest temperature in Lagos on April 20?
0x141154b8ab2cae75dfcdbd568336ebd7e13188d64aa8d3c698ddc54186b8df75,Chicago,1776678008,0.9975,1776678950,0.9975,40.10,40.00,15.7,0.0000,0.9797,timeout-flat,Highest temperature in Chicago on April 20?
0x687ef3ddd628066137c8363c9902a879ae8fba4b5781ee6d3f612d4b06b6ba59,Atlanta,1776678053,0.9960,1776679256,0.9960,40.16,40.00,20.1,0.0000,0.9485,timeout-flat,Highest temperature in Atlanta on April 20?
0xfe2fc0c3bc16382bd95531dd29a107db494b2b406254cf7b8cea92c3480fcecf,Jakarta,1776678053,0.9950,1776679257,0.9950,40.20,40.00,20.1,0.0000,0.9546,timeout-flat,Highest temperature in Jakarta on April 20?
0xee4924743d82f27a31a893a50effc653db1f166e8dd67b07e1b5cbe6a31525c6,Atlanta,1776678055,0.9975,1776679259,0.9975,40.10,40.00,20.1,0.0000,0.9604,timeout-flat,Highest temperature in Atlanta on April 20?
0x2235d95cddcd4494eee3d3e23c22674e76a241f2b89fadbe0cb22bfba093ecc0,Jakarta,1776678357,0.9965,1776679557,0.9965,40.14,40.00,20.0,0.0000,0.9485,timeout-flat,Highest temperature in Jakarta on April 20?
0x4c9858b3f09b42052cb5358de7e8c35290fbf23718913302cc93f73f72a05b30,Lagos,1776678947,0.9950,1776679851,0.9950,40.20,40.00,15.1,0.0000,0.9546,timeout-flat,Highest temperature in Lagos on April 20?
