conditionId,city,entryTs,entryPrice,exitTs,exitPrice,shares,usdc,holdMin,pnl,score,status,title
0xb20df46efc6df6b705ed36fc9aa5928997033e47de4974323c6b94b43f7e50a9,Shanghai,1775716477,0.9975,1775716716,0.9990,30.08,30.00,4.0,0.0451,0.5299,target-hit,Will the highest temperature in Shanghai be 28°C on April 9?
0xb20df46efc6df6b705ed36fc9aa5928997033e47de4974323c6b94b43f7e50a9,Shanghai,1775718336,0.9975,1775718577,0.9990,30.08,30.00,4.0,0.0451,0.9575,target-hit,Will the highest temperature in Shanghai be 28°C on April 9?
0x6a7ec581dcd6f5e0b62ecac0daf17379647f5059267237236a8feac7d0a1acb0,Seoul,1775888980,0.9565,1775889415,0.9990,888.66,850.00,7.3,37.7679,0.5354,target-hit,Will the highest temperature in Seoul be 11°C on April 11?
0x6a7ec581dcd6f5e0b62ecac0daf17379647f5059267237236a8feac7d0a1acb0,Seoul,1775889938,0.9925,1775890780,0.9990,130.98,130.00,14.0,0.8514,0.5342,target-hit,Will the highest temperature in Seoul be 11°C on April 11?
0x6a7ec581dcd6f5e0b62ecac0daf17379647f5059267237236a8feac7d0a1acb0,Seoul,1775890906,0.9970,1775891861,0.9950,40.12,40.00,15.9,-0.0802,0.9348,timeout-liq,Will the highest temperature in Seoul be 11°C on April 11?
0x144e63c4bd0952427d3eecee4c36b425df7e05a671c8da280e32fd3cffdc3ccc,Tel Aviv,1775908489,0.9950,1775908545,0.9990,80.40,80.00,0.9,0.3216,0.5446,target-hit,Will the highest temperature in Tel Aviv be 21°C on April 11?
0x620546673dc34f996f12dc91edda7f5ac3f178399738718e278d65297f0192de,Amsterdam,1775910348,0.9965,1775910526,0.9990,50.18,50.00,3.0,0.1254,0.9336,target-hit,Will the highest temperature in Amsterdam be 15°C on April 11?
0x144e63c4bd0952427d3eecee4c36b425df7e05a671c8da280e32fd3cffdc3ccc,Tel Aviv,1775911362,0.9955,1775911424,0.9990,70.32,70.00,1.0,0.2461,0.5005,target-hit,Will the highest temperature in Tel Aviv be 21°C on April 11?
0xca2928fd2f68354c125c46160a2ebb4cc53d74cd3d73983e5f240e6d013bc048,Kuala Lumpur,1775957923,0.9810,1775957983,0.9990,366.97,360.00,1.0,6.6055,0.6548,target-hit,Will the highest temperature in Kuala Lumpur be 30°C on April 12?
0x320a7fb459d882dfc671b5d49fdad9c7553566d11da9788b5b48c11c38cf62c0,New York City,1775966018,0.9970,1775966919,0.9970,40.12,40.00,15.0,0.0000,0.9319,timeout-liq,Will the highest temperature in New York City be 47°F or below on April 12?
0x320a7fb459d882dfc671b5d49fdad9c7553566d11da9788b5b48c11c38cf62c0,New York City,1775966919,0.9970,1775967819,0.9970,40.12,40.00,15.0,0.0000,0.9384,timeout-liq,Will the highest temperature in New York City be 47°F or below on April 12?
0x320a7fb459d882dfc671b5d49fdad9c7553566d11da9788b5b48c11c38cf62c0,New York City,1775967819,0.9970,1775968725,0.9970,40.12,40.00,15.1,0.0000,0.6813,timeout-liq,Will the highest temperature in New York City be 47°F or below on April 12?
0x5c96bf381e7eecf576da778a03af38b74ca3821e509698b27bbf9ef3282f3663,Tokyo,1775968429,0.9950,1775968786,0.9990,80.40,80.00,6.0,0.3216,0.7611,target-hit,Will the highest temperature in Tokyo be 21°C on April 12?
0x320a7fb459d882dfc671b5d49fdad9c7553566d11da9788b5b48c11c38cf62c0,New York City,1775968725,0.9970,1775969680,0.9990,40.12,40.00,15.9,0.0802,0.9537,target-hit,Will the highest temperature in New York City be 47°F or below on April 12?
0x3a4ae2167258ba44f5683522dbc41da75a74b92c2fc3824e7ddd99758f543de0,Chongqing,1775969315,0.9810,1775970215,0.9945,366.97,360.00,15.0,4.9541,0.6181,timeout-liq,Will the highest temperature in Chongqing be 21°C on April 12?
0x74a307ad8c1a58750ed04a37f8bef2f62627636b08f96b55560deae50892c729,Jakarta,1775970106,0.9900,1775970398,0.9990,181.82,180.00,4.9,1.6364,0.6003,target-hit,Will the highest temperature in Jakarta be 33°C on April 12?
0x40f0750d3bd1c163dd82cf52b84340992a6fce5c73fc0d849dcb252dbd482dc6,Seoul,1775975207,0.9910,1775975706,0.9990,161.45,160.00,8.3,1.2916,0.7236,target-hit,Will the highest temperature in Seoul be 18°C on April 12?
0x40f0750d3bd1c163dd82cf52b84340992a6fce5c73fc0d849dcb252dbd482dc6,Seoul,1775977068,0.9980,1775977141,0.9990,20.04,20.00,1.2,0.0200,0.9581,target-hit,Will the highest temperature in Seoul be 18°C on April 12?
0x40f0750d3bd1c163dd82cf52b84340992a6fce5c73fc0d849dcb252dbd482dc6,Seoul,1775977968,0.9955,1775978868,0.9985,70.32,70.00,15.0,0.2109,0.6043,timeout-liq,Will the highest temperature in Seoul be 18°C on April 12?
0xba89cc4a74c03024df8aafe84abdbd10d3dd9f7070f5b82b3324b7477fde17e5,Cape Town,1775981987,0.9840,1775982951,0.9845,304.88,300.00,16.1,0.1524,0.5053,timeout-liq,Will the highest temperature in Cape Town be 21°C on April 12?
0x88aceb3eb4209f1f21789ebd04c714e07efe0ed13bd982dab8bda650535aa859,Amsterdam,1775989613,0.9975,1775990563,0.9975,30.08,30.00,15.8,0.0000,0.8510,timeout-liq,Will the highest temperature in Amsterdam be 12°C on April 12?
0x88aceb3eb4209f1f21789ebd04c714e07efe0ed13bd982dab8bda650535aa859,Amsterdam,1775990563,0.9975,1775991521,0.9975,30.08,30.00,16.0,0.0000,0.7162,timeout-liq,Will the highest temperature in Amsterdam be 12°C on April 12?
0x13f596915b6c245291c6a34caf29ff6be2ea7aa182a6b5423956d023950c4594,Warsaw,1775991126,0.8900,1775992068,0.9335,2247.19,2000.00,15.7,97.7528,0.7455,timeout-liq,Will the highest temperature in Warsaw be 13°C on April 12?
0x88aceb3eb4209f1f21789ebd04c714e07efe0ed13bd982dab8bda650535aa859,Amsterdam,1775991521,0.9975,1775992430,0.9935,30.08,30.00,15.2,-0.1203,0.9548,timeout-liq,Will the highest temperature in Amsterdam be 12°C on April 12?
0xeaa6d10efbee4e874418d971b554bcd1d6c09be10c35e8402d7ab6afc578dfb9,Milan,1775993142,0.9970,1775994044,0.9925,40.12,40.00,15.0,-0.1805,0.7579,timeout-liq,Will the highest temperature in Milan be 16°C on April 12?
0xa28dde9b7ff59bd4e192c801bc3b705154bb0ea2194dc7d159fb36cffd31cc3d,Amsterdam,1775993737,0.9530,1775994637,0.9540,965.37,920.00,15.0,0.9654,0.5455,timeout-liq,Will the highest temperature in Amsterdam be 13°C on April 12?
0x04ff5c4ad3dda6aefcb61d96292c7c7c3327b8a5060eab978d936b22ac568abe,Milan,1775997107,0.9880,1775998060,0.9805,222.67,220.00,15.9,-1.6700,0.5760,timeout-liq,Will the highest temperature in Milan be 17°C on April 12?
0x715e306c8c760f5c6a1e2a5a73858f8e61079a1487ffdb12888e5ec1e74e098e,Amsterdam,1776002030,0.9950,1776002330,0.9990,80.40,80.00,5.0,0.3216,0.5922,target-hit,Will the highest temperature in Amsterdam be 14°C on April 12?
0xe60c189c16a99a1941b0cd6288c203702b3491a43ea5971351c089900682a518,Chongqing,1776009954,0.9935,1776010010,0.9990,110.72,110.00,0.9,0.6090,0.6026,target-hit,Will the highest temperature in Chongqing be 18°C on April 13?
0x6d25ea67d8a46ce306b4744af0e90d53751e0f65b7d80089b5b186e40b871d4f,Beijing,1776011466,0.9940,1776011811,0.9990,100.60,100.00,5.8,0.5030,0.7278,target-hit,Will the highest temperature in Beijing be 16°C on April 13?
0xab616969ca4a931c52be873667ea3508641f6cda959d0ebe69133c2a8b4f681b,Seattle,1776020136,0.9915,1776021037,0.9895,151.29,150.00,15.0,-0.3026,0.5028,timeout-liq,Will the highest temperature in Seattle be between 52-53°F on April 12?
0x1c40e6a65f3561cfba4112d078f532d00b7f7b25e11e66f9579016b8b893f907,Taipei,1776040423,0.9975,1776040661,0.9990,30.08,30.00,4.0,0.0451,0.9761,target-hit,Will the highest temperature in Taipei be 29°C on April 13?
0x5ea8e8c813f97e83130dff9702d6782a9ded4b7091a5f0dccdd56a9cedde7bf6,Taipei,1776042404,0.9965,1776042465,0.9990,50.18,50.00,1.0,0.1254,0.6264,target-hit,Will the highest temperature in Taipei be 30°C on April 13?
0x5de1fc91d52f224f43c23aef7baa18f40831f411c04a2d109aec93ce0cad9ee8,Jakarta,1776045940,0.9810,1776046840,0.9920,366.97,360.00,15.0,4.0367,0.6178,timeout-liq,Will the highest temperature in Jakarta be 31°C on April 13?
0x5de1fc91d52f224f43c23aef7baa18f40831f411c04a2d109aec93ce0cad9ee8,Jakarta,1776047319,0.9920,1776048236,0.9930,141.13,140.00,15.3,0.1411,0.5028,timeout-liq,Will the highest temperature in Jakarta be 31°C on April 13?
0x87a4f6c3d2283809804f6d35bef41d928f876fa9d4dc8215c2064c4f6e07512f,Tokyo,1776049115,0.9875,1776049596,0.9990,232.91,230.00,8.0,2.6785,0.5550,target-hit,Will the highest temperature in Tokyo be 20°C on April 13?
0x5de1fc91d52f224f43c23aef7baa18f40831f411c04a2d109aec93ce0cad9ee8,Jakarta,1776049302,0.9915,1776049597,0.9990,151.29,150.00,4.9,1.1346,0.5028,target-hit,Will the highest temperature in Jakarta be 31°C on April 13?
0xd6ec657a7be515cd602994a721ff4e2135e61bf7319354e1fafd40a97f1a1ab2,Singapore,1776056563,0.9950,1776056746,0.9990,80.40,80.00,3.0,0.3216,0.8317,target-hit,Will the highest temperature in Singapore be 32°C on April 13?
0x9dab58cf973b4f9b206786d8c5a7aa3e6a9dcf604a32bca5d7b75e33ad989e91,Tel Aviv,1776069696,0.9885,1776070597,0.9915,212.44,210.00,15.0,0.6373,0.5620,timeout-liq,Will the highest temperature in Tel Aviv be 20°C on April 13?
0x5d726f42876725da48aa52f5a0f945991da3501895d28eadd889071e1e1b6277,Amsterdam,1776075405,0.9890,1776076317,0.9890,202.22,200.00,15.2,0.0000,0.6151,timeout-liq,Will the highest temperature in Amsterdam be 12°C on April 13?
0x5d726f42876725da48aa52f5a0f945991da3501895d28eadd889071e1e1b6277,Amsterdam,1776077324,0.9925,1776077945,0.9990,130.98,130.00,10.3,0.8514,0.5984,target-hit,Will the highest temperature in Amsterdam be 12°C on April 13?
0x1287f3eadf7f18492dfdfccf1c10bd3e869eadeb33c9bd101f6bd3c54e845edc,Tel Aviv,1776077616,0.8545,1776078518,0.8575,2340.55,2000.00,15.0,7.0217,0.7190,timeout-liq,Will the highest temperature in Tel Aviv be 21°C on April 13?
0x45cd4cabe721eb65523f5fffbfd409213d061ca9fb60e3172df6bfb02aedd6c1,Amsterdam,1776085060,0.8550,1776085967,0.6950,2339.18,2000.00,15.1,-374.2690,0.6628,timeout-liq,Will the highest temperature in Amsterdam be 13°C on April 13?
0x109c804892188dcf8c5019bf76433e7f01e819f2207335ec3f43868c5f89b0d4,Ankara,1776086686,0.9950,1776086807,0.9990,80.40,80.00,2.0,0.3216,0.9193,target-hit,Will the highest temperature in Ankara be 11°C on April 13?
0x45cd4cabe721eb65523f5fffbfd409213d061ca9fb60e3172df6bfb02aedd6c1,Amsterdam,1776086560,0.9950,1776086921,0.9990,80.40,80.00,6.0,0.3216,0.7020,target-hit,Will the highest temperature in Amsterdam be 13°C on April 13?
0x543927cd39d3bc06b09b643c4d1bac020c71410d8e9080a2edade6343e1431e7,Austin,1776101933,0.9855,1776102216,0.9990,273.97,270.00,4.7,3.6986,0.5525,target-hit,Will the highest temperature in Austin be between 80-81°F on April 13?
0xe0eec285435cc494df4b680827c7b291deecee245d20947fe4e25a6b6e1e36ec,Mexico City,1776104567,0.9810,1776105477,0.9805,366.97,360.00,15.2,-0.1835,0.6936,timeout-liq,Will the highest temperature in Mexico City be 23°C on April 13?
0x7136447c8becb2552c48ab1169b59a9b1824455df2b346a7eafadecd61c41ab0,Seattle,1776106597,0.9950,1776106908,0.9990,80.40,80.00,5.2,0.3216,0.8584,target-hit,Will the highest temperature in Seattle be between 52-53°F on April 13?
0x670eefb7eccfcfe56adc799c88e421dfbfaf81f5c58fb9b2f5917540e4ffd0ef,Toronto,1776110752,0.9950,1776110870,0.9990,80.40,80.00,2.0,0.3216,0.6818,target-hit,Will the highest temperature in Toronto be 20°C on April 13?
0x981a1947ac5d853cb98a9aa39fbaef14d11f6ab1eb3306574269185ce82c1831,Munich,1776117711,0.9810,1776118664,0.9830,366.97,360.00,15.9,0.7339,0.6084,timeout-liq,Will the highest temperature in Munich be 9°C on April 14?
0x3c7b01cf1fdb839dca35b7e7fe1dfeedde8ab90b7a2a3f24619eaaacdccbc18b,Singapore,1776137509,0.9950,1776137811,0.9990,80.40,80.00,5.0,0.3216,0.8584,target-hit,Will the highest temperature in Singapore be 32°C on April 14?
0x81264b662268dc9ba91fd6bb73d72c12c4d888e3780408aa1ded9a08f09a0182,Jeddah,1776156161,0.9810,1776157067,0.9890,366.97,360.00,15.1,2.9358,0.6936,timeout-liq,Will the highest temperature in Jeddah be 31°C on April 14?
0xf90331582f05e80b1e9f124c88814edecb648b3e1582c272e98b786f509a2a79,Lagos,1776165108,0.9950,1776165195,0.9990,80.40,80.00,1.4,0.3216,0.7112,target-hit,Will the highest temperature in Lagos be 33°C on April 14?
0x54b65955261424deddad5830add1fdc0e38ab4840a2253ad588b60051cb7051a,Milan,1776168163,0.9805,1776169127,0.9785,377.36,370.00,16.1,-0.7547,0.5053,timeout-liq,Will the highest temperature in Milan be 16°C on April 14?
0xe02a2dc50eb477249252bcce9c547dd55a21e0f43fb2b02a7840e8011eaf6f87,Amsterdam,1776169071,0.9300,1776169993,0.6950,1483.87,1380.00,15.4,-348.7097,0.5584,timeout-liq,Will the highest temperature in Amsterdam be 14°C on April 14?
0xe02a2dc50eb477249252bcce9c547dd55a21e0f43fb2b02a7840e8011eaf6f87,Amsterdam,1776171409,0.9940,1776171529,0.9990,100.60,100.00,2.0,0.5030,0.5304,target-hit,Will the highest temperature in Amsterdam be 14°C on April 14?
0x7c6eb73eb2ab9e528e20e679383a534adebc4d3ffdc16a38e635920112c942c1,Wellington,1776203754,0.9850,1776204355,0.9990,284.26,280.00,10.0,3.9797,0.6403,target-hit,Will the highest temperature in Wellington be 16°C on April 15?
0xa088b0856e02cc7f5ca44c63b042f9e0827a425337e7403eb06c757a89cd5ac4,Cape Town,1776204349,0.9955,1776204404,0.9990,70.32,70.00,0.9,0.2461,0.5547,target-hit,Will the highest temperature in Cape Town be 15°C or below on April 15?
0xc26786e844eb6b46050fbe2827037ea27e5d772280eecebb9d76e94449a34c44,Karachi,1776214545,0.9895,1776215445,0.9895,192.02,190.00,15.0,0.0000,0.5553,timeout-liq,Will the highest temperature in Karachi be 26°C or below on April 15?
0xd8039914889a0a46a75d9ab56b5dbb3c9120325908d689fe8925cc556a154714,Taipei,1776215025,0.9970,1776215578,0.9990,40.12,40.00,9.2,0.0802,0.9439,target-hit,Will the highest temperature in Taipei be 29°C on April 15?
0xc26786e844eb6b46050fbe2827037ea27e5d772280eecebb9d76e94449a34c44,Karachi,1776215929,0.9900,1776216831,0.9980,181.82,180.00,15.0,1.4545,0.5292,timeout-liq,Will the highest temperature in Karachi be 26°C or below on April 15?
0xc26786e844eb6b46050fbe2827037ea27e5d772280eecebb9d76e94449a34c44,Karachi,1776216831,0.9980,1776217782,0.9985,20.04,20.00,15.8,0.0100,0.9871,timeout-liq,Will the highest temperature in Karachi be 26°C or below on April 15?
0xda2d5a475f0b18d4e599d0e4c1a1a68adfcd7466780ff8d04833c6f599eca0a1,Tokyo,1776222282,0.9885,1776222407,0.9990,212.44,210.00,2.1,2.2307,0.8180,target-hit,Will the highest temperature in Tokyo be 19°C on April 15?
0x4e9e7bac3e22c9e2175ccefcac058271699061caf1850012165b98e2783248e9,Kuala Lumpur,1776227927,0.9055,1776227981,0.9990,2065.16,1870.00,0.9,193.0922,0.5949,target-hit,Will the highest temperature in Kuala Lumpur be 31°C on April 15?
0x34f42fb8df9a16f0062c8317ea4d0ea402a6585eaecbe2fdd8f53e40caa43d16,Chicago,1776229320,0.9925,1776230263,0.9925,130.98,130.00,15.7,0.0000,0.6545,timeout-liq,Will the highest temperature in Chicago be between 64-65°F on April 15?
0x07312070b6b6899b9c6a31dec7c60e8a9f7a07d82180ff47754cf18f4a840e48,Buenos Aires,1776231043,0.9955,1776231998,0.9885,70.32,70.00,15.9,-0.4922,0.5096,timeout-liq,Will the highest temperature in Buenos Aires be 20°C on April 15?
0x34f42fb8df9a16f0062c8317ea4d0ea402a6585eaecbe2fdd8f53e40caa43d16,Chicago,1776232061,0.9925,1776232361,0.9990,130.98,130.00,5.0,0.8514,0.5450,target-hit,Will the highest temperature in Chicago be between 64-65°F on April 15?
0x553d4f92f516bf4e1d81a3a3fd5250f1a34145533fa8e464ac554e1e004eef08,Jeddah,1776232859,0.9890,1776232911,0.9990,202.22,200.00,0.9,2.0222,0.6113,target-hit,Will the highest temperature in Jeddah be 31°C on April 15?
0x1f48ca87e7709408ef8dd806edab185a59aac6a8621b6f0d9e64bf7cfcbab9df,Singapore,1776232917,0.9950,1776233163,0.9990,80.40,80.00,4.1,0.3216,0.9141,target-hit,Will the highest temperature in Singapore be 30°C on April 15?
0x07312070b6b6899b9c6a31dec7c60e8a9f7a07d82180ff47754cf18f4a840e48,Buenos Aires,1776232359,0.9895,1776233272,0.9990,192.02,190.00,15.2,1.8242,0.8423,target-hit,Will the highest temperature in Buenos Aires be 20°C on April 15?
0x6167ebc9e58dcaf379cc6c4548d8e05908d199402f27a5e7f2a7bfb3973e543b,Shenzhen,1776233328,0.9950,1776233444,0.9990,80.40,80.00,1.9,0.3216,0.8584,target-hit,Will the highest temperature in Shenzhen be 29°C on April 15?
0x6167ebc9e58dcaf379cc6c4548d8e05908d199402f27a5e7f2a7bfb3973e543b,Shenzhen,1776235722,0.9980,1776236142,0.9990,20.04,20.00,7.0,0.0200,0.9746,target-hit,Will the highest temperature in Shenzhen be 29°C on April 15?
0x9a5da92b3b6b4eb377e81f42ee927e07230f6cea018362fb98c95387a463da1d,Jeddah,1776236519,0.9950,1776236580,0.9990,80.40,80.00,1.0,0.3216,0.5712,target-hit,Will the highest temperature in Jeddah be 33°C on April 15?
0x179e9b580490cdc0d1335a65662ba371be1b8d6dbf10a94f7051a03c63f1c6ad,Helsinki,1776235841,0.9980,1776236745,0.9980,20.04,20.00,15.1,0.0000,0.7316,timeout-liq,Will the highest temperature in Helsinki be 10°C on April 15?
0x179e9b580490cdc0d1335a65662ba371be1b8d6dbf10a94f7051a03c63f1c6ad,Helsinki,1776236745,0.9980,1776237698,0.9980,20.04,20.00,15.9,0.0000,0.9778,timeout-liq,Will the highest temperature in Helsinki be 10°C on April 15?
0xa42ca03cc11c884d6dfaccfd4019ae2d88f92155b81d876967553c9ed15d77c3,Guangzhou,1776236923,0.9950,1776237823,0.9945,80.40,80.00,15.0,-0.0402,0.5033,timeout-liq,Will the highest temperature in Guangzhou be 30°C or below on April 15?
0x179e9b580490cdc0d1335a65662ba371be1b8d6dbf10a94f7051a03c63f1c6ad,Helsinki,1776237698,0.9980,1776238609,0.9935,20.04,20.00,15.2,-0.0902,0.6755,timeout-liq,Will the highest temperature in Helsinki be 10°C on April 15?
0xa42ca03cc11c884d6dfaccfd4019ae2d88f92155b81d876967553c9ed15d77c3,Guangzhou,1776239322,0.9940,1776239383,0.9990,100.60,100.00,1.0,0.5030,0.5769,target-hit,Will the highest temperature in Guangzhou be 30°C or below on April 15?
0x1a458139e454d0fd74fd93005ce996b3724d282f189c429fdb3d9768371daeb2,Cape Town,1776240117,0.9925,1776240407,0.9990,130.98,130.00,4.8,0.8514,0.5728,target-hit,Will the highest temperature in Cape Town be 18°C on April 15?
0xc2a3b09e26d2333a972a9152d085254d3a1f0135fe837c112e83f81d5e717464,Tel Aviv,1776241364,0.9960,1776241419,0.9990,60.24,60.00,0.9,0.1807,0.6753,target-hit,Will the highest temperature in Tel Aviv be 30°C on April 15?
0x894e4b2fd753e8c82a54c7a7783030be6c8d45bf82a2d2f54c157a4fe2a8c5d6,Helsinki,1776240887,0.9040,1776241788,0.8055,2101.77,1900.00,15.0,-207.0243,0.7404,timeout-liq,Will the highest temperature in Helsinki be 13°C on April 15?
0x093fdd491b276068ef9e8a4578656c88f273c98c4c496f0ffdb5d2d9d5cd78ee,Singapore,1776241907,0.9950,1776242199,0.9990,80.40,80.00,4.9,0.3216,0.8407,target-hit,Will the highest temperature in Singapore be 31°C on April 15?
0x62976da7f890bc117741a8d5092cfbd1d05bda4f692dc03710eb5eacb67c577e,Lucknow,1776243767,0.9950,1776244010,0.9990,80.40,80.00,4.0,0.3216,0.6831,target-hit,Will the highest temperature in Lucknow be 38°C on April 15?
0xe7b10e5087de993da0c7cb0ff0d277dfbaa45be76752c556870b74c8cbd44598,Lagos,1776251803,0.9950,1776251922,0.9990,80.40,80.00,2.0,0.3216,0.6738,target-hit,Will the highest temperature in Lagos be 33°C on April 15?
0xc3f5333267dcebd793113f4ab39a459d274c596090a4ed5cd908b7c3645d108e,Amsterdam,1776257266,0.9810,1776258224,0.8830,366.97,360.00,16.0,-35.9633,0.6178,timeout-liq,Will the highest temperature in Amsterdam be 17°C on April 15?
0xc3f5333267dcebd793113f4ab39a459d274c596090a4ed5cd908b7c3645d108e,Amsterdam,1776259423,0.8915,1776259483,0.9990,2243.41,2000.00,1.0,241.1666,0.6059,target-hit,Will the highest temperature in Amsterdam be 17°C on April 15?
0xe43280d8f22bc244a4703778083dd61d9612bf09fa16914ac3915e64f91c6054,Sao Paulo,1776275801,0.9950,1776276062,0.9990,80.40,80.00,4.3,0.3216,0.8416,target-hit,Will the highest temperature in Sao Paulo be 26°C on April 15?
0xa78b7a3926dc7a6eb78240fed855cd691952b4ba6f0cfa426e94b27c859cc6a4,New York City,1776277544,0.8850,1776278498,0.9250,2259.89,2000.00,15.9,90.3955,0.5272,timeout-liq,Will the highest temperature in New York City be between 84-85°F on April 15?
0xa78b7a3926dc7a6eb78240fed855cd691952b4ba6f0cfa426e94b27c859cc6a4,New York City,1776279339,0.9950,1776279595,0.9990,80.40,80.00,4.3,0.3216,0.6492,target-hit,Will the highest temperature in New York City be between 84-85°F on April 15?
0xfcaa1ef1c76f5dd40c79453ac3ded6e6520e3479ad0b76b981e3a338b1f154d3,Paris,1776281507,0.9935,1776281620,0.9990,110.72,110.00,1.9,0.6090,0.9204,target-hit,Will the highest temperature in Paris be 18°C on April 15?
0xfcaa1ef1c76f5dd40c79453ac3ded6e6520e3479ad0b76b981e3a338b1f154d3,Paris,1776284335,0.9960,1776285278,0.9920,60.24,60.00,15.7,-0.2410,0.7189,timeout-liq,Will the highest temperature in Paris be 18°C on April 15?
0xfcaa1ef1c76f5dd40c79453ac3ded6e6520e3479ad0b76b981e3a338b1f154d3,Paris,1776285699,0.9925,1776286599,0.9930,130.98,130.00,15.0,0.0655,0.5342,timeout-liq,Will the highest temperature in Paris be 18°C on April 15?
0x0e29abba3c6de729246ecc758d258bef2a6e30bbc5097c72f2bd19a5d2ccaa9c,Denver,1776290691,0.8700,1776291641,0.9950,2298.85,2000.00,15.8,287.3563,0.6166,timeout-liq,Will the highest temperature in Denver be between 64-65°F on April 15?
0x290b246c947de37f667bdf8d63521157f12895e67602ba26d8184bc1fc804db0,Denver,1776291409,0.9950,1776291706,0.9990,80.40,80.00,5.0,0.3216,0.8170,target-hit,Will the highest temperature in Denver be between 66-67°F on April 15?
0x5492c059e6c7af6ccb5aac5ed4af483bd214d0bfbe524f9fbea5216d6ff5a5de,Amsterdam,1776290825,0.9975,1776291771,0.9990,30.08,30.00,15.8,0.0451,0.9548,target-hit,Will the highest temperature in Amsterdam be 12°C on April 16?
