conditionId,side,city,entryTs,entryPrice,exitTs,exitPrice,shares,usdc,holdMin,pnl,status,title
0x62976da7f890bc117741a8d5092cfbd1d05bda4f692dc03710eb5eacb67c577e,NO,Lucknow,1776243819,0.9505,1776244010,0.9990,42.08,40.00,3.2,2.0410,target-hit,Will the highest temperature in Lucknow be 38°C on April 15?
0x4325228acb2e55fa2549ef7fd9d0762791aae676c4a5b8fdcc363add4d0ed24b,NO,Cape Town,1776251200,0.9950,1776251401,0.9990,40.20,40.00,3.4,0.1608,target-hit,Will the highest temperature in Cape Town be 20°C on April 15?
0xe7b10e5087de993da0c7cb0ff0d277dfbaa45be76752c556870b74c8cbd44598,NO,Lagos,1776251803,0.9950,1776251922,0.9990,40.20,40.00,2.0,0.1608,target-hit,Will the highest temperature in Lagos be 33°C on April 15?
0xc3f5333267dcebd793113f4ab39a459d274c596090a4ed5cd908b7c3645d108e,NO,Amsterdam,1776256604,0.9705,1776257572,0.9705,41.22,40.00,16.1,0.0000,timeout-flat,Will the highest temperature in Amsterdam be 17°C on April 15?
0x0545a3c285aa451c39e62e6fcfa19730b965a937a961cafc7cebaa0bca006fdb,NO,London,1776259359,0.9650,1776259550,0.9990,41.45,40.00,3.2,1.4093,target-hit,Will the highest temperature in London be 16°C on April 15?
0xe43280d8f22bc244a4703778083dd61d9612bf09fa16914ac3915e64f91c6054,NO,Sao Paulo,1776275801,0.9950,1776276062,0.9990,40.20,40.00,4.3,0.1608,target-hit,Will the highest temperature in Sao Paulo be 26°C on April 15?
0xa78b7a3926dc7a6eb78240fed855cd691952b4ba6f0cfa426e94b27c859cc6a4,NO,New York City,1776279339,0.9950,1776279595,0.9990,40.20,40.00,4.3,0.1608,target-hit,Will the highest temperature in New York City be between 84-85°F on April 15?
0xfcaa1ef1c76f5dd40c79453ac3ded6e6520e3479ad0b76b981e3a338b1f154d3,NO,Paris,1776281507,0.9935,1776281620,0.9990,40.26,40.00,1.9,0.2214,target-hit,Will the highest temperature in Paris be 18°C on April 15?
0x0e29abba3c6de729246ecc758d258bef2a6e30bbc5097c72f2bd19a5d2ccaa9c,NO,Denver,1776291466,0.9950,1776291704,0.9990,40.20,40.00,4.0,0.1608,target-hit,Will the highest temperature in Denver be between 64-65°F on April 15?
0x290b246c947de37f667bdf8d63521157f12895e67602ba26d8184bc1fc804db0,NO,Denver,1776291468,0.9950,1776291706,0.9990,40.20,40.00,4.0,0.1608,target-hit,Will the highest temperature in Denver be between 66-67°F on April 15?
0x5bc9fc44e1be397a052abe23023be3c59b873df52a5e2f0badc6a25cbbac3454,NO,Tokyo,1776298318,0.9820,1776299263,0.9820,40.73,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Tokyo be 19°C on April 16?
0x57ad0747f4e1e9c67855af40683ae56de75f91bea5d657947e60291abcc08003,NO,Busan,1776301549,0.9700,1776302455,0.9700,41.24,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Busan be 18°C on April 16?
0x57ad0747f4e1e9c67855af40683ae56de75f91bea5d657947e60291abcc08003,NO,Busan,1776302864,0.9705,1776303771,0.9705,41.22,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Busan be 18°C on April 16?
0x57ad0747f4e1e9c67855af40683ae56de75f91bea5d657947e60291abcc08003,NO,Busan,1776303771,0.9845,1776304671,0.9845,40.63,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Busan be 18°C on April 16?
0xa554c426d0b165b7180ff557d30397a253c027bd36f23aa40287ace8deaff7c2,NO,Kuala Lumpur,1776307210,0.9750,1776308156,0.9750,41.03,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Kuala Lumpur be 31°C on April 16?
0xf2fcd7d5f34c230db1e07744bf35871bd28f7c2e1535b4baab5131226fd654b9,NO,Seoul,1776310064,0.9550,1776310719,0.9990,41.88,40.00,10.9,1.8429,target-hit,Will the highest temperature in Seoul be 22°C on April 16?
0xdb80249d864e0a106216c8fa71e4a82d59fd5012f615ee26451d113b1ac081db,NO,Guangzhou,1776314079,0.9950,1776314199,0.9990,40.20,40.00,2.0,0.1608,target-hit,Will the highest temperature in Guangzhou be 30°C on April 16?
0xb9813f4d7f1a4107c62f776d38d1372bd109c2e3ee2c39f1c55939b1c113a334,NO,Chongqing,1776314812,0.9600,1776315713,0.9600,41.67,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Chongqing be 24°C on April 16?
0x20573cd009f5f1671dd14cbd1059de7780761628f5d32530195dbdeb6aca0bd0,NO,Singapore,1776315818,0.9950,1776315941,0.9990,40.20,40.00,2.0,0.1608,target-hit,Will the highest temperature in Singapore be 32°C on April 16?
0xb9813f4d7f1a4107c62f776d38d1372bd109c2e3ee2c39f1c55939b1c113a334,NO,Chongqing,1776315713,0.9945,1776316065,0.9990,40.22,40.00,5.9,0.1810,target-hit,Will the highest temperature in Chongqing be 24°C on April 16?
0xa8f01c0d40b6d80169bc39e1d94807fca1cec9c7422e4810344b3a5a49f40c86,NO,Shenzhen,1776319844,0.9950,1776319903,0.9990,40.20,40.00,1.0,0.1608,target-hit,Will the highest temperature in Shenzhen be 30°C on April 16?
0xe5f5d8e4d55be50156647c2fcdbadaa167abc656e58965c27c02932f1c37b4c8,NO,Jeddah,1776323042,0.9700,1776323983,0.9700,41.24,40.00,15.7,0.0000,timeout-flat,Will the highest temperature in Jeddah be 35°C on April 16?
0x51dab5f5581624d92b02d6df6c52cdbcdec0c849f2d4c59da7d92f5da5db3c63,NO,Tel Aviv,1776326521,0.9900,1776327477,0.9900,40.40,40.00,15.9,0.0000,timeout-flat,Will the highest temperature in Tel Aviv be 33°C on April 16?
0xb75d2840abfb09ec67969c2dde322d9b6a6f475d19c4bacb302af25b730e30f3,NO,Tel Aviv,1776329680,0.9585,1776330584,0.9585,41.73,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Tel Aviv be 34°C on April 16?
0xb75d2840abfb09ec67969c2dde322d9b6a6f475d19c4bacb302af25b730e30f3,NO,Tel Aviv,1776331002,0.9545,1776331914,0.9545,41.91,40.00,15.2,0.0000,timeout-flat,Will the highest temperature in Tel Aviv be 34°C on April 16?
0xb75d2840abfb09ec67969c2dde322d9b6a6f475d19c4bacb302af25b730e30f3,NO,Tel Aviv,1776333160,0.9980,1776333285,0.9990,40.08,40.00,2.1,0.0401,target-hit,Will the highest temperature in Tel Aviv be 34°C on April 16?
0xf8181b2b8b4fa7d91a3fc0b452b05d2a9321645320b729c95553e7a9509239f4,NO,Cape Town,1776334306,0.9550,1776335261,0.9550,41.88,40.00,15.9,0.0000,timeout-flat,Will the highest temperature in Cape Town be 20°C on April 16?
0xf8181b2b8b4fa7d91a3fc0b452b05d2a9321645320b729c95553e7a9509239f4,NO,Cape Town,1776335382,0.9750,1776336344,0.9750,41.03,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Cape Town be 20°C on April 16?
0xf8181b2b8b4fa7d91a3fc0b452b05d2a9321645320b729c95553e7a9509239f4,NO,Cape Town,1776337001,0.9860,1776337601,0.9990,40.57,40.00,10.0,0.5274,target-hit,Will the highest temperature in Cape Town be 20°C on April 16?
0x8f8a1dd389593c9ed310961cdb6e5049a49f1ec5da82983895e5c32720558516,NO,Tel Aviv,1776338506,0.9950,1776338863,0.9990,40.20,40.00,6.0,0.1608,target-hit,Will the highest temperature in Tel Aviv be 35°C on April 16?
0x5befeccab18bf5b5cdf4fea7c8d1fbb01b5201d4acaebbf9ba3834e0125314a4,NO,Helsinki,1776339459,0.9795,1776340359,0.9990,40.84,40.00,15.0,0.7963,target-hit,Will the highest temperature in Helsinki be 10°C on April 16?
0x84e5de56c51c16698acb0d6d279ebf0d05efc119dded423a569455139627453c,NO,Lagos,1776340974,0.9560,1776341520,0.9990,41.84,40.00,9.1,1.7992,target-hit,Will the highest temperature in Lagos be 28°C or below on April 16?
0x954e8a8d9ba0d3f055cbe3032efdeae98ab7940cbea09266a249e067c32bcc86,NO,Lagos,1776342109,0.9595,1776343021,0.9595,41.69,40.00,15.2,0.0000,timeout-flat,Will the highest temperature in Lagos be 29°C on April 16?
0x954e8a8d9ba0d3f055cbe3032efdeae98ab7940cbea09266a249e067c32bcc86,NO,Lagos,1776343074,0.9695,1776344027,0.9695,41.26,40.00,15.9,0.0000,timeout-flat,Will the highest temperature in Lagos be 29°C on April 16?
0x954e8a8d9ba0d3f055cbe3032efdeae98ab7940cbea09266a249e067c32bcc86,NO,Lagos,1776344087,0.9530,1776344991,0.9530,41.97,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Lagos be 29°C on April 16?
0x954e8a8d9ba0d3f055cbe3032efdeae98ab7940cbea09266a249e067c32bcc86,NO,Lagos,1776344991,0.9505,1776345116,0.9990,42.08,40.00,2.1,2.0410,target-hit,Will the highest temperature in Lagos be 29°C on April 16?
0x92c5cb953c424f83c29bec989879522ccfeece4b94443877fb87a0d23faa79be,NO,Milan,1776347871,0.9950,1776347928,0.9990,40.20,40.00,0.9,0.1608,target-hit,Will the highest temperature in Milan be 23°C on April 16?
0x6f91f05e64c0a2557c3cf7e8f0b32bc3fa31988be544d73dbe79455889d353f0,NO,Lagos,1776347087,0.9850,1776347990,0.9850,40.61,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Lagos be 30°C on April 16?
0x25430c5da51fb7a26e4cee27e844f819cdf29f881b336020babde7682560ffc6,NO,Paris,1776348115,0.9950,1776348230,0.9990,40.20,40.00,1.9,0.1608,target-hit,Will the highest temperature in Paris be 18°C on April 16?
0x4810c8fb93622de2e325e4c80ac5cfc2952201727f8f78693b7da7dd072beaff,NO,Buenos Aires,1776360540,0.9540,1776361444,0.9540,41.93,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Buenos Aires be 22°C on April 16?
0x3db3a6fdae7f876be6694c1766067eb25a954da7bb1000944921553b1b532131,NO,Taipei,1776384405,0.9650,1776385308,0.9650,41.45,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Taipei be 26°C on April 17?
0x3db3a6fdae7f876be6694c1766067eb25a954da7bb1000944921553b1b532131,NO,Taipei,1776386569,0.9780,1776387472,0.9780,40.90,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Taipei be 26°C on April 17?
0x4d7d8f1b31d740dca295c6eca41a8af3b08e1f8dc17908ffe20acf3456919f81,NO,Taipei,1776391305,0.9550,1776391667,0.9990,41.88,40.00,6.0,1.8429,target-hit,Will the highest temperature in Taipei be 27°C on April 17?
0x7c61bf563a4a9d7987205aedfde89925949be60883cc7e4a3de3bf6fb682593b,NO,Taipei,1776393292,0.9950,1776393463,0.9990,40.20,40.00,2.9,0.1608,target-hit,Will the highest temperature in Taipei be 28°C on April 17?
0xb1c41953f86f920c00e7cbc01c107ef45461856ac015d03919f0f8fcc3a80f34,NO,Busan,1776393162,0.9525,1776394073,0.9525,41.99,40.00,15.2,0.0000,timeout-flat,Will the highest temperature in Busan be 16°C on April 17?
0xb1c41953f86f920c00e7cbc01c107ef45461856ac015d03919f0f8fcc3a80f34,NO,Busan,1776394073,0.9715,1776395024,0.9715,41.17,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Busan be 16°C on April 17?
0xd7210bee7898cc7d2cea1f139ea4c6c4612b66ae407ead1efabc89e41de432a0,NO,Singapore,1776394914,0.9950,1776395089,0.9990,40.20,40.00,2.9,0.1608,target-hit,Will the highest temperature in Singapore be 32°C on April 17?
0xb1c41953f86f920c00e7cbc01c107ef45461856ac015d03919f0f8fcc3a80f34,NO,Busan,1776395024,0.9975,1776395147,0.9990,40.10,40.00,2.0,0.0602,target-hit,Will the highest temperature in Busan be 16°C on April 17?
0xcd8fbbf3dbe431e705a102c3197bcfb770894a26e4611bdc185112cf0ce2f8f9,NO,Cape Town,1776397556,0.9520,1776398510,0.9520,42.02,40.00,15.9,0.0000,timeout-flat,Will the highest temperature in Cape Town be 14°C or below on April 17?
0xcd8fbbf3dbe431e705a102c3197bcfb770894a26e4611bdc185112cf0ce2f8f9,NO,Cape Town,1776398510,0.9935,1776398808,0.9990,40.26,40.00,5.0,0.2214,target-hit,Will the highest temperature in Cape Town be 14°C or below on April 17?
0x420908182b34bb69deda20a121cf30b4bc9e3ed05271e3c5e0009a4c2321bbfd,NO,Denver,1776410277,0.9950,1776410458,0.9990,40.20,40.00,3.0,0.1608,target-hit,Will the highest temperature in Denver be between 52-53°F on April 17?
0xf1ac302478780e0f960009994379b8bc55a7c9cab5feb56a7e62eab7aaa74aa3,NO,Jeddah,1776410509,0.9535,1776411411,0.9535,41.95,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Jeddah be 36°C on April 17?
0xf1ac302478780e0f960009994379b8bc55a7c9cab5feb56a7e62eab7aaa74aa3,NO,Jeddah,1776411411,0.9790,1776412372,0.9790,40.86,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Jeddah be 36°C on April 17?
0x456ea44b905a35248688451cee8c5f331962ea7d8e2a6565da5a0f68f8e37d2d,NO,Jeddah,1776416571,0.9950,1776416684,0.9990,40.20,40.00,1.9,0.1608,target-hit,Will the highest temperature in Jeddah be 40°C on April 17?
0x1b7a2195dda3498500c30325d5635c8a8fc6c59fc36eaa402916882551912e2e,NO,Jeddah,1776416574,0.9950,1776416756,0.9990,40.20,40.00,3.0,0.1608,target-hit,Will the highest temperature in Jeddah be 39°C on April 17?
0x86fa769416367d9bdca761a464f6a6c2723051607d98fd717081cc85db1621ca,NO,Jeddah,1776416577,0.9950,1776416821,0.9990,40.20,40.00,4.1,0.1608,target-hit,Will the highest temperature in Jeddah be 38°C on April 17?
0x165aa933cd28c6bce0b8fb5dc985689c40bfb780ea56fb096a942c2001fa2318,NO,Lagos,1776420723,0.9950,1776420829,0.9990,40.20,40.00,1.8,0.1608,target-hit,Will the highest temperature in Lagos be 32°C on April 17?
0xc7126cb816cf443558bb1f2cdab2bc43e906bafc07452dd6d813945eda84ccce,NO,Wellington,1776427618,0.9950,1776427676,0.9990,40.20,40.00,1.0,0.1608,target-hit,Will the highest temperature in Wellington be 17°C on April 18?
0xba732482c61b14fc6ab196939019d18ffc235e2d10be49358012d676f5d8d4bb,NO,Lagos,1776428765,0.9950,1776428875,0.9990,40.20,40.00,1.8,0.1608,target-hit,Will the highest temperature in Lagos be 33°C on April 17?
0xb23381c803e49642b1dde50ae2ac2ee80f48bec62ba2e1d3af829e17b3e42694,NO,Mexico City,1776453898,0.9500,1776454848,0.9500,42.11,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Mexico City be 27°C on April 17?
0xb23381c803e49642b1dde50ae2ac2ee80f48bec62ba2e1d3af829e17b3e42694,NO,Mexico City,1776455765,0.9945,1776456071,0.9990,40.22,40.00,5.1,0.1810,target-hit,Will the highest temperature in Mexico City be 27°C on April 17?
0x7cc97a7f345dc576b31e8b609358d7de240a62e7d1d9eeebf6123c98405bd76e,NO,Taipei,1776476567,0.9510,1776477468,0.9510,42.06,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 25°C on April 18?
0x7cc97a7f345dc576b31e8b609358d7de240a62e7d1d9eeebf6123c98405bd76e,NO,Taipei,1776477779,0.9845,1776478681,0.9845,40.63,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 25°C on April 18?
0x7cc97a7f345dc576b31e8b609358d7de240a62e7d1d9eeebf6123c98405bd76e,NO,Taipei,1776478914,0.9700,1776479867,0.9990,41.24,40.00,15.9,1.1959,target-hit,Will the highest temperature in Taipei be 25°C on April 18?
0xb0f21a35f45c7c84a545c12862c3bb52fdb55b0d300323830c104ca2d205ba27,NO,Amsterdam,1776497385,0.9550,1776498349,0.9550,41.88,40.00,16.1,0.0000,timeout-flat,Will the highest temperature in Amsterdam be 13°C on April 18?
0xb0f21a35f45c7c84a545c12862c3bb52fdb55b0d300323830c104ca2d205ba27,NO,Amsterdam,1776498405,0.9785,1776498769,0.9990,40.88,40.00,6.1,0.8380,target-hit,Will the highest temperature in Amsterdam be 13°C on April 18?
0x5b656a43791711588d806ea5279621677953b23ae29aed422d4c7d0e66c3d3ed,NO,Beijing,1776499306,0.9950,1776499615,0.9990,40.20,40.00,5.2,0.1608,target-hit,Will the highest temperature in Beijing be 26°C on April 18?
0x69662dea8830ed7642c448020b15db2e0f4b52294c4bb62f909c8014bb5f14ba,NO,Chengdu,1776499307,0.9950,1776499615,0.9990,40.20,40.00,5.1,0.1608,target-hit,Will the highest temperature in Chengdu be 29°C on April 18?
0x854d8f54f0146c34031023febdc386cd13961d7b00a90f2914531eec80eea2bb,NO,Istanbul,1776504160,0.9950,1776504465,0.9990,40.20,40.00,5.1,0.1608,target-hit,Will the highest temperature in Istanbul be 13°C on April 18?
0x2cbe9de8a081770c5785807535b054e03c08dcff3c8e6a03a9770b90e7116a42,NO,Sao Paulo,1776524727,0.9550,1776525672,0.9550,41.88,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Sao Paulo be 28°C on April 18?
0x2cbe9de8a081770c5785807535b054e03c08dcff3c8e6a03a9770b90e7116a42,NO,Sao Paulo,1776527579,0.9600,1776527711,0.9990,41.67,40.00,2.2,1.6250,target-hit,Will the highest temperature in Sao Paulo be 28°C on April 18?
0x1fa4f033f60444c77b5eb91ccc7e8c339edf2277ef0fea1186299f80bf82861f,NO,Sao Paulo,1776531528,0.9950,1776531893,0.9990,40.20,40.00,6.1,0.1608,target-hit,Will the highest temperature in Sao Paulo be 29°C on April 18?
0x455de2b8f678119b2dabbbd7e3ec412af3a370f22b730e4cc445d470b159c5a0,NO,Lagos,1776532185,0.9910,1776533115,0.9910,40.36,40.00,15.5,0.0000,timeout-flat,Will the highest temperature in Lagos be 32°C on April 18?
0x0543e963c8867a2cce6110329422f7b55f8da46efbdaed38ce0f369281aa3b1c,NO,Toronto,1776534997,0.9950,1776535192,0.9990,40.20,40.00,3.3,0.1608,target-hit,Will the highest temperature in Toronto be 19°C on April 18?
0xce895928e1cd9adbec9a149c4b8f8b1c038fa7e41681cbf6f0902f4a30524801,NO,Lagos,1776534411,0.9940,1776535317,0.9940,40.24,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Lagos be 31°C on April 18?
0xce895928e1cd9adbec9a149c4b8f8b1c038fa7e41681cbf6f0902f4a30524801,NO,Lagos,1776535370,0.9980,1776536024,0.9990,40.08,40.00,10.9,0.0401,target-hit,Will the highest temperature in Lagos be 31°C on April 18?
0x01789182548480d3d373b64f6f369ac01c4f82acd19158541170b48a63923df1,NO,Denver,1776546965,0.9750,1776547873,0.9750,41.03,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Denver be between 52-53°F on April 18?
0x01789182548480d3d373b64f6f369ac01c4f82acd19158541170b48a63923df1,NO,Denver,1776547925,0.9885,1776548878,0.9885,40.47,40.00,15.9,0.0000,timeout-flat,Will the highest temperature in Denver be between 52-53°F on April 18?
0x01789182548480d3d373b64f6f369ac01c4f82acd19158541170b48a63923df1,NO,Denver,1776548931,0.9515,1776549889,0.9515,42.04,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Denver be between 52-53°F on April 18?
0x01789182548480d3d373b64f6f369ac01c4f82acd19158541170b48a63923df1,NO,Denver,1776549945,0.9795,1776550014,0.9990,40.84,40.00,1.1,0.7963,target-hit,Will the highest temperature in Denver be between 52-53°F on April 18?
0xf65e7110d44563053d799e286cf22d13fcf15b3c2cd1164361f234623cd68ac4,NO,Denver,1776553608,0.9950,1776553727,0.9990,40.20,40.00,2.0,0.1608,target-hit,Will the highest temperature in Denver be between 54-55°F on April 18?
0xd9da380c4f31b289e5577002424ef8db9677058fb9a9628d9cad32353e4e8c62,NO,Busan,1776558945,0.9500,1776559853,0.9500,42.11,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Busan be 21°C on April 19?
0xd9da380c4f31b289e5577002424ef8db9677058fb9a9628d9cad32353e4e8c62,NO,Busan,1776559912,0.9750,1776560756,0.9990,41.03,40.00,14.1,0.9846,target-hit,Will the highest temperature in Busan be 21°C on April 19?
0xf5cc0184abf72bd7257e0a5401e162ff6aded0c30bf229a89e678dc382b86e57,NO,Busan,1776560505,0.9750,1776560803,0.9990,41.03,40.00,5.0,0.9846,target-hit,Will the highest temperature in Busan be 22°C on April 19?
0x2f106f4ea0242134981eaa34bbb82ce249a67ad091c9ef51b088682b78b81578,NO,Taipei,1776560986,0.9785,1776561901,0.9785,40.88,40.00,15.3,0.0000,timeout-flat,Will the highest temperature in Taipei be 26°C on April 19?
0x2f106f4ea0242134981eaa34bbb82ce249a67ad091c9ef51b088682b78b81578,NO,Taipei,1776562066,0.9800,1776562969,0.9800,40.82,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Taipei be 26°C on April 19?
0xa3815b2d5d5b3c4fb9a87f2761d42251d631a699bfccec57bb9bf2084d5cc48c,NO,Taipei,1776562600,0.9550,1776563500,0.9550,41.88,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 27°C on April 19?
0xa3815b2d5d5b3c4fb9a87f2761d42251d631a699bfccec57bb9bf2084d5cc48c,NO,Taipei,1776563500,0.9600,1776564458,0.9600,41.67,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 27°C on April 19?
