city,date,conditionId,bucketLoC,bucketHiC,kind,snapshotTs,obsMaxC,signedDist,bucketRel,side,entryPrice,noPrice,yesPrice,exitPrice,exitTs,exitReason,holdMin,shares,pnl,fresh,priorTicks
Lagos,2026-04-14,0x2831738e034bd00c4c31000f36f094b0ce7c6570d4cca765b424e0efd2819ba9,31,31,exact,1776154499,32.2,-1.2,above_obs,NO,0.968,0.968,0.031,0.9865,1776157849,profit-take,56,103.31,1.91,96,8
Chongqing,2026-04-12,0x745edaa3ab8190c3b995a88adbfd9afe382c862b49811ba45155cb735fd12ae1,20,20,exact,1775961899,20.5,-0.5,above_obs,NO,0.956,0.956,0.0459,0.99,1775963021,profit-take,19,104.6,3.55,26,164
Chongqing,2026-04-12,0x98092f140610a4ad1be75af52297a4b8ad21470cfad88c2aed1a7b805a2432d4,22,22,exact,1775971799,22.6,-0.6,above_obs,NO,0.92,0.92,0.08,0.99,1775973651,profit-take,31,108.7,7.61,138,176
Busan,2026-04-21,0x01db75f70d902f8e5e018b566f5cb09d4684162b255e0195f4cf0592ce4ce1bd,20,20,exact,1776675599,20.3,-0.3,above_obs,NO,0.9,0.9,0.1308,0.86,1776684696,timeout,152,111.11,-4.44,215,92
Busan,2026-04-21,0x5872a5279568c610fa72de861d5630e2c35507b108908f732de748a476d551b3,19,19,exact,1776690899,20.3,-1.3,above_obs,NO,0.94,0.94,0.0842,0.98,1776697222,profit-take,105,106.38,4.26,199,86
Munich,2026-03-30,0xf5fcc56b271316a22646114fe97c2e2ff6a1504730ef491e67d073765f9e5b35,4,4,exact,1774816714,4.8,-0.8,above_obs,NO,0.74,0.74,0.26,0.9536,1774827808,timeout,185,135.14,28.86,50,4
Wellington,2026-04-05,0x0203f6b158efd8ec614077e21090cc6c130990a7d0e2f3b6e03c9bf24829e942,19,19,exact,1775287799,19.3,-0.3,above_obs,NO,0.82,0.82,0.18,0.82,1775295833,timeout,134,121.95,0,14,239
Wellington,2026-04-05,0x52d2ba2152c1e4daeeeedba6d0549540c1e61eeecf954278446ccf286aca494f,18,18,exact,1775290499,19.3,-1.3,above_obs,NO,0.59,0.59,0.41,0.58,1775300605,timeout,168,169.49,-1.69,132,219
Moscow,2026-04-11,0x020d24545039fc2acf04347c838b25c27a4d9f3a354e7609aa01b50ea9af8ae8,5,5,exact,1775833199,5.4,-0.4,above_obs,NO,0.855,0.855,0.11,0.911,1775840775,timeout,126,116.96,6.55,110,77
Moscow,2026-04-11,0x7bcc0b124222cef9108fe5ebe0f794e87e946e47a137000a0a9f25a572190b46,4,4,exact,1775846699,5.4,-1.4,above_obs,NO,0.97,0.97,0.065,0.989,1775851633,profit-take,82,103.09,1.96,200,93
Singapore,2026-04-19,0x7e34c854f564ced4e568d32359d86c4995621cc51504dc4a1856d71dde2478be,33,33,exact,1776506399,33.4,-0.4,above_obs,NO,0.81,0.81,0.18,0.77,1776514860,timeout,141,123.46,-4.94,57,184
Singapore,2026-04-19,0x69b352c117f4aab87cd96a2a6db7a6d82eb5a87b63ce7ac46e13392fdbf63e75,32,32,exact,1776578399,33.4,-1.4,above_obs,NO,0.05,0.05,0.9748,0.016,1776585632,timeout,121,2000,-67.96,165,28
Tokyo,2026-03-24,0x95580718de0690ae380508ca6df74bb47b5425334cda578f96f669c94dcee631,15,15,exact,1774256399,15.8,-0.8,above_obs,NO,0.8561,0.8561,0.15,0.82,1774266041,timeout,161,116.81,-4.21,6,114
Tokyo,2026-03-24,0xbcba2adc52e0547d509e634a440048fa3c80aaf8e5945a865ab885414a87f9c4,14,14,exact,1774256399,15.8,-1.8,above_obs,NO,0.9601,0.9601,0.04,0.962,1774264875,timeout,141,104.16,0.2,6,147
Tokyo,2026-03-24,0x0270b3b8cf08e0014a3f9f81aa1d59d23f442387958c1c348f0b4a0f98fcd90f,16,16,exact,1774325699,16.4,-0.4,above_obs,NO,0.575,0.575,0.42,0.34,1774333311,timeout,127,173.91,-40.87,140,6
Chengdu,2026-04-21,0x07d848d114973fbd06846ff38d2e5d9590554d68e2fce17fef0ee16d8fa0f57f,20,20,exact,1776679199,22,-2,above_obs,NO,0.8252,0.8252,0.2226,0.77,1776686956,timeout,129,121.19,-6.69,95,54
Chengdu,2026-04-21,0x627a7639fa955e8e92bbb0c394db6ee1a6f40aefd8b7f7033dde72f4afc4c024,21,21,exact,1776680099,22,-1,above_obs,NO,0.8151,0.8151,0.2621,0.75,1776688102,timeout,133,122.68,-7.99,27,37
Chengdu,2026-04-21,0x027ddcf668066571246963e1a665b5326c89a3b59d85ae0b5e5919385a4a559b,22,22,exact,1776689099,22,0,contains,YES,0.17,0.84,0.17,0.2215,1776696330,timeout,121,588.24,30.28,55,40
Jakarta,2026-04-22,0x80b337887d9e62ac36393b5b77ff5df6a38586ac393194166c33bcfa7bbefa61,32,32,exact,1776770099,33.1,-1.1,above_obs,NO,0.9,0.9,0.17,0.84,1776780500,timeout,173,111.11,-6.67,67,40
Jakarta,2026-04-22,0xd42d78c24da111356aa04bd20aa6601dc3079c8178c88e48fd8174432ae9c505,33,33,exact,1776773699,33.1,-0.1,above_obs,NO,0.7,0.7,0.29,0.71,1776781658,timeout,133,142.86,1.43,253,31
Helsinki,2026-04-05,0xbb75f1512dfc82092f68e2d00034030e62b9d09e8a6bd8cb409aa7d80b764a79,4,4,exact,1775323799,4,0,contains,YES,0.23,0.89,0.23,0.13,1775331123,timeout,122,434.78,-43.48,6,7
Busan,2026-04-17,0x27c166769bbf1484000b146abe8535579da5e6dd736d4c7668cc4ff9714d8059,17,17,exact,1776336299,17.7,-0.7,above_obs,NO,0.84,0.84,0.2,0.8,1776345984,timeout,161,119.05,-4.76,295,35
Busan,2026-04-17,0xb1c41953f86f920c00e7cbc01c107ef45461856ac015d03919f0f8fcc3a80f34,16,16,exact,1776388499,17.7,-1.7,above_obs,NO,0.937,0.937,0.099,0.98,1776393344,profit-take,81,106.72,4.59,221,9
Buenos Aires,2026-04-21,0x02b5b68fdd5e4c9b46f692c1478acc977ea31c245033c6503c98ebb19e712478,20,20,exact,1776718799,21.9,-1.9,above_obs,NO,0.949,0.949,0.052,0.943,1776726082,timeout,121,105.37,-0.63,63,169
Buenos Aires,2026-04-21,0x50757bbef09ec4676ac2e8c0c018598837b063e9b72e3fd834226fdefed278f0,21,21,exact,1776784499,21.9,-0.9,above_obs,NO,0.46,0.46,0.547,0.64,1776791982,timeout,125,217.39,39.13,253,3
Sao Paulo,2026-03-28,0xafa5781ab2e36beb85c3d1407fbe53d594c2f27fcf7e8cde27403f62d74a1772,29,29,exact,1774710899,29.9,-0.9,above_obs,NO,0.64,0.64,0.3805,0.42,1774718127,timeout,120,156.25,-34.38,8,20
Lucknow,2026-04-20,0xed28c52be70bdb61f043e945d61c6026c6d60c4a105b9aaec3469e7967d414a6,41,41,exact,1776601799,42,-1,above_obs,NO,0.42,0.42,0.61,0.45,1776609432,timeout,127,238.1,7.14,155,143
Lucknow,2026-04-20,0x98723ce754fe932972952976a7ee0343ad4673a001a06d44019a0baa7f241479,40,40,exact,1776616199,42,-2,above_obs,NO,0.96,0.96,0.05,0.92,1776623524,timeout,122,104.17,-4.17,63,127
Lucknow,2026-04-20,0x42b8d8c3d0947b421b43dd049f8d65ae64eba4967f3f45480d6874f1e4f1aba8,42,42,exact,1776672899,42,0,contains,YES,0.58,0.2,0.58,0.99,1776676360,profit-take,58,172.41,70.69,103,14
Madrid,2026-04-10,0x180146632a9fa5b34790176ea952ff70fa971f921c24fc40c5ce151d636a0524,28,28,exact,1775830499,28.2,-0.2,above_obs,NO,0.39,0.39,0.63,0.005,1775838231,timeout,129,256.41,-98.72,10,90
Tel Aviv,2026-04-13,0x3c3257c7d30e34f47b34165466eae93a1e05e2f871f09edf3b7e78764ff64ab7,19,19,exact,1776015899,20.8,-1.8,above_obs,NO,0.94,0.94,0.0402,0.993,1776016833,profit-take,16,106.38,5.64,4,200
Tel Aviv,2026-04-13,0x1287f3eadf7f18492dfdfccf1c10bd3e869eadeb33c9bd101f6bd3c54e845edc,21,21,exact,1776076199,21.2,-0.2,above_obs,NO,0.913,0.913,0.08,0.998,1776081141,profit-take,82,109.53,9.31,62,50
Istanbul,2026-04-18,0x934489addc24324cfad8b5d1a4f8c62d62c9cb3a8a351e860493519aed331a2a,12,12,exact,1776467699,13.9,-1.9,above_obs,NO,0.84,0.84,0.14,0.89,1776479958,timeout,204,119.05,5.95,227,99
Istanbul,2026-04-18,0x854d8f54f0146c34031023febdc386cd13961d7b00a90f2914531eec80eea2bb,13,13,exact,1776495599,13.9,-0.9,above_obs,NO,0.6,0.6,0.4937,0.8615,1776504072,timeout,141,166.67,43.59,243,2
Istanbul,2026-04-18,0x971a44c1344c0511b71b2dff798d1456e0496f6509bc100342af9d134abc30f3,14,14,exact,1776504599,14.1,-0.1,above_obs,NO,0.11,0.11,0.89,0.0548,1776511848,timeout,121,909.09,-50.19,1,236
Amsterdam,2026-04-12,0xe20ceca5ae5f9104dafff95d3f35f2a7a3e29d5e41f1f523c62575fde274a4fd,15,15,exact,1775935799,16.6,-1.6,above_obs,NO,0.8,0.8,0.21,0.82,1775951429,timeout,261,125,2.5,272,93
Amsterdam,2026-04-12,0x293bfb3345ec4c2e917dfb7f683df135a90f9856555f8bd666b98a38f3ae6aba,16,16,exact,1775938499,16.6,-0.6,above_obs,NO,0.91,0.91,0.09,0.91,1775945937,timeout,124,109.89,0,270,100
Madrid,2026-04-19,0x225784267439bfef6db71ea378f04c6f37739560d232e60113207ae834eddbd8,27,27,exact,1776528899,27.1,-0.1,above_obs,NO,0.78,0.78,0.28,0.8,1776537150,timeout,138,128.21,2.56,253,118
Madrid,2026-04-19,0xb5a1a519006de23c6d0f8a40ca753f793be01cfd6d25e9e8852e52ce6fe55d57,26,26,exact,1776531599,27.1,-1.1,above_obs,NO,0.97,0.97,0.029,0.98,1776537058,profit-take,91,103.09,1.03,247,164
Milan,2026-03-27,0x0608472e5a294afe877556fd912b174e3ba7444df3190b230be6474070371c62,12,12,exact,1774545299,12.6,-0.6,above_obs,NO,0.97,0.97,0.03,0.97,1774553337,timeout,134,103.09,0,188,154
Cape Town,2026-04-12,0x2cfee90bcf8bd9244516d30e126217237dcfc52c728de1cd327813cb02a42778,22,22,exact,1775931299,24,-2,above_obs,NO,0.88,0.88,0.16,0.9,1775939383,timeout,135,113.64,2.27,56,5
Cape Town,2026-04-12,0x192195f20c20e8d91e69b22448467783370c1e641b2528dcbb7155000e2b0a76,23,23,exact,1775942999,24,-1,above_obs,NO,0.73,0.73,0.29,0.51,1775975329,timeout,539,136.99,-30.14,172,5
Cape Town,2026-04-12,0xc29d07f441bf40ff5c08d48cbfa731057d0110bc969b3dcfeecb7f27985de4ee,24,24,exact,1775993399,25.4,-1.4,above_obs,NO,0.6,0.6,0.444,0.9821,1775994827,profit-take,24,166.67,63.69,206,15
Cape Town,2026-04-12,0x347e0fc681a634a33a6770cf46666ec3d5fd05b9ac12e8d37cfd07ed29be9347,25,25,exact,1775996099,25.4,-0.4,above_obs,NO,0.35,0.35,0.66,0.004,1776009135,timeout,217,285.71,-98.86,6,29
Tokyo,2026-04-02,0x09893cbaa0d1b0eab3c6bdad192a8e7bb55f5aecbad05e2899b633cb8bf301dd,17,17,exact,1775033999,17.8,-0.8,above_obs,NO,0.898,0.898,0.101,0.9086,1775041493,timeout,125,111.36,1.18,66,159
Tokyo,2026-04-02,0x7e81fc0618786f5d55fb77088ef7287cd46abf53c57bdf9be35b0ddcfecb8a09,16,16,exact,1775033999,17.8,-1.8,above_obs,NO,0.8031,0.8031,0.229,0.7577,1775041251,timeout,121,124.51,-5.66,66,104
Warsaw,2026-03-27,0x8ec80ae500b6d381fc8d688e70c81a10adf61add10dd8678e04ea2cdea2b87eb,9,9,exact,1774611899,9.5,-0.5,above_obs,NO,0.9536,0.9536,0.086,0.9904,1774614741,profit-take,47,104.87,3.87,38,242
Amsterdam,2026-04-19,0x03579a30c26ffb8f25643bea666540b62885ff872085707dbd1ca5b96be66f24,14,14,exact,1776529799,14.5,-0.5,above_obs,NO,0.76,0.76,0.2715,0.73,1776540978,timeout,186,131.58,-3.95,153,63
Amsterdam,2026-04-19,0x6c9e13a15e0b4fbbf48c839f79ed13f1048598a9a988cb1d549adeb62918ac52,13,13,exact,1776596399,14.5,-1.5,above_obs,NO,0.55,0.55,0.55,0.17,1776603602,timeout,120,181.82,-69.09,219,5
Taipei,2026-04-21,0x03b53b9ab623970605d6ae8030f9551138726c77a8c73936084000b2a572377e,28,28,exact,1776730499,29.7,-1.7,above_obs,NO,0.85,0.85,0.18,0.997,1776736930,profit-take,107,117.65,17.29,47,10
Taipei,2026-04-21,0xa6cb9f15a17b32b0e5fb77796e1db6ec1a8fc4004cf6803f3327fbd51ef5f7ea,29,29,exact,1776737699,29.7,-0.7,above_obs,NO,0.58,0.58,0.43,0.55,1776745178,timeout,125,172.41,-5.17,287,10
Wellington,2026-04-18,0x7ec299cc2def44b01e2cf010e00f31a4f33e3610b1d4d217384158e8485a2a82,16,16,exact,1776411899,16.8,-0.8,above_obs,NO,0.9658,0.9658,0.0813,0.98,1776416796,profit-take,82,103.54,1.47,213,165
Tokyo,2026-03-28,0x43958061a9f686dfe3fb9231d224e1abd34e065d99e613898bf413836d8d1549,16,16,exact,1774662299,16.5,-0.5,above_obs,NO,0.912,0.912,0.1,0.889,1774669583,timeout,121,109.65,-2.52,168,10
Tokyo,2026-03-28,0xc71f7ace530b95e576c368ac447944bfd93470bebfc5dbc0475fd3dcd2d7edde,15,15,exact,1774664999,16.5,-1.5,above_obs,NO,0.9554,0.9554,0.07,0.981,1774665021,profit-take,0,104.67,2.68,80,35
Tokyo,2026-03-28,0x4c17f3cdfab12449448aed569983e75836105644766d321b1ba0914baeb026bb,17,17,exact,1774668599,17.4,-0.4,above_obs,NO,0.6917,0.6917,0.37,0.99,1774672465,profit-take,64,144.57,43.12,70,59
Lucknow,2026-04-18,0xd31267af8c88f7413bf882ee920d281bee28d81e0e868fd47dfda1a3887018cb,,39,or_below,1776459599,39.2,-0.2,above_obs,NO,0.967,0.967,0.03,0.953,1776467070,timeout,125,103.41,-1.45,121,169
Buenos Aires,2026-04-16,0x4810c8fb93622de2e325e4c80ac5cfc2952201727f8f78693b7da7dd072beaff,22,22,exact,1776352499,22.4,-0.4,above_obs,NO,0.732,0.732,0.2376,0.911,1776360106,timeout,127,136.61,24.45,11,4
London,2026-03-29,0x87ad7f6edbcd93d532c31aebc0b19c60ea9e05391f50d63ef1b18920ed583f95,10,10,exact,1774766699,10.2,-0.2,above_obs,NO,0.79,0.79,0.2,0.75,1774773900,timeout,120,126.58,-5.06,181,5
Busan,2026-04-19,0x73d6fef2a9f91abc7a00ff72e8b2166a8b9f83f3a6f9039b4e515a42b1616c81,19,19,exact,1776502799,20.3,-1.3,above_obs,NO,0.957,0.957,0.1,0.959,1776514264,timeout,191,104.49,0.21,15,38
Busan,2026-04-19,0xb1b47eb644db668d83aab8a6492270292053f7948ba12e477e08519eb610d424,20,20,exact,1776502799,20.3,-0.3,above_obs,NO,0.69,0.69,0.32,0.79,1776522580,timeout,330,144.93,14.49,15,31
Mexico City,2026-03-30,0x7432e24dcd81288aead154ffab101f61400c6301c7be71f4833af86c28590810,22,22,exact,1774849499,22.5,-0.5,above_obs,NO,0.85,0.85,0.16,0.96,1774861834,timeout,206,117.65,12.94,213,6
Mexico City,2026-03-30,0x044dba4689b457da9acda02da4e507af1985c40eed9aeb981f22cf079f332fb1,21,21,exact,1774852199,22.5,-1.5,above_obs,NO,0.95,0.95,0.55,0.9505,1774868770,timeout,276,105.26,0.05,209,3
Milan,2026-04-01,0x9bba4165798e8d4a95b02ed0ce9dc90d576e5c59ab34764ebd4b8a61423eb2d2,15,15,exact,1774972799,15.4,-0.4,above_obs,NO,0.8,0.8,0.2,0.87,1774983911,timeout,185,125,8.75,40,190
Milan,2026-04-01,0xb75e9c5dd40355884f20c3c4566001be5d64bf06b9eba9340c0e1fadbba1c2e9,14,14,exact,1774975499,15.4,-1.4,above_obs,NO,0.96,0.96,0.041,0.962,1774983531,timeout,134,104.17,0.21,168,206
Shenzhen,2026-04-21,0xc0e87862b03266dc7c98f177eb71f2109f47ea20e8a279cf0f30682a56989ba8,29,29,exact,1776681899,29.8,-0.8,above_obs,NO,0.68,0.68,0.4,0.59,1776691738,timeout,164,147.06,-13.24,281,36
Shenzhen,2026-04-21,0x0470fb7a0c908713f15fc2d4d2cff7ac19c749fbfcc3256bb321a960072b17b3,28,28,exact,1776693599,29.8,-1.8,above_obs,NO,0.8447,0.8447,0.26,0.76,1776707276,timeout,228,118.38,-10.03,237,69
Kuala Lumpur,2026-04-12,0x809cf098facff9e5211eaa848cb457474a513cd5758cbf15ed897ffaeabfa68c,33,33,exact,1775903399,34.7,-1.7,above_obs,NO,0.6,0.6,0.4378,0.61,1775912971,timeout,160,166.67,1.67,182,34
Kuala Lumpur,2026-04-12,0x9a62e189d3c2909e043cc39fcdf206ea0427c01de156fbe8f9589cde82d4750e,34,34,exact,1775904299,34.7,-0.7,above_obs,NO,0.85,0.85,0.16,0.8,1775922967,timeout,311,117.65,-5.88,36,19
Milan,2026-04-12,0x9f74b18d93ec4b3335611e0e4cfe4b6d2977226c6dea8d16ac59dba556df1605,20,20,exact,1775923199,21.4,-1.4,above_obs,NO,0.83,0.83,0.22,0.74,1775936143,timeout,216,120.48,-10.84,146,216
Buenos Aires,2026-04-15,0xfe878a6272f31f4f15e2cbeb5a795d1e72087c73dd144cf92e75b07c38fa460a,24,24,exact,1776217499,24.4,-0.4,above_obs,NO,0.78,0.78,0.21,0.76,1776227008,timeout,158,128.21,-2.56,35,179
Buenos Aires,2026-04-15,0x3d04ec42a916b5f42bc704a4fefd000fdffa45864d0990cc9b71a8a30cc03945,23,23,exact,1776267899,24.4,-1.4,above_obs,NO,0.54,0.54,0.5,0.68,1776275114,timeout,120,185.19,25.93,21,19
Seoul,2026-04-21,0x05189eaed0c13cc5765073906e9fb3ef98165f3ea1bf1c1e298189d46621923c,16,16,exact,1776702599,16.4,-0.4,above_obs,NO,0.72,0.72,0.28,0.71,1776709936,timeout,122,138.89,-1.39,41,16
Seoul,2026-04-21,0x61b421e10c98d64ca223a41976245beeb69f97c6b5a326948bbdbcabdcf03015,15,15,exact,1776702599,16.4,-1.4,above_obs,NO,0.78,0.78,0.22,0.74,1776710316,timeout,129,128.21,-5.13,41,15
Sao Paulo,2026-04-10,0x7971f089d81e51a41d5a5ea9e9d00075f2e3590f4250a21efebffbb7e90dad42,24,24,exact,1775768399,25.2,-1.2,above_obs,NO,0.88,0.88,0.12,0.84,1775775647,timeout,121,113.64,-4.55,226,236
Sao Paulo,2026-04-10,0x35a55d1aef4d8f44e5eadd34a6cb337867596caa4c90db0271444a2d3bab35a0,25,25,exact,1775772899,25.2,-0.2,above_obs,NO,0.96,0.96,0.0755,0.98,1775779277,profit-take,106,104.17,2.08,152,162
Chengdu,2026-04-16,0x988350c5211f9a16918aa78fd01ded448a8f19d6354b5596b0d5babf021088f5,22,22,exact,1776247199,22.8,-0.8,above_obs,NO,0.96,0.96,0.07,0.98,1776251716,profit-take,75,104.17,2.08,81,45
Tel Aviv,2026-03-16,0x053dd413e1a08864c4da8635e54357d819baec38b60a5ef8bbcf358a0f8b9894,18,18,exact,1773647357,18.5,-0.5,above_obs,NO,0.967,0.967,0.032,0.983,1773652773,profit-take,90,103.41,1.65,132,3
London,2026-04-15,0x0545a3c285aa451c39e62e6fcfa19730b965a937a961cafc7cebaa0bca006fdb,16,16,exact,1776249899,16.5,-0.5,above_obs,NO,0.88,0.88,0.12,0.98,1776254080,profit-take,70,113.64,11.36,25,17
Buenos Aires,2026-03-23,0x0a2091b1611a2ad7650daa47cfaf8a44dd386df56e46cd704f7f3a672ad3350e,22,22,exact,1774214099,23.4,-1.4,above_obs,NO,0.97,0.97,0.03,0.966,1774222897,timeout,147,103.09,-0.41,106,157
Buenos Aires,2026-03-23,0xd42145b0ce9f1d0cf9c2985d81bbd86f8c2b568b16754095acd15a6ad397abde,23,23,exact,1774214099,23.4,-0.4,above_obs,NO,0.85,0.85,0.16,0.92,1774221649,timeout,126,117.65,8.24,106,153
Amsterdam,2026-04-20,0x81b6141b9ba98747d857f8f00229ec55fc71efa28217e5fb209630565d100b6f,11,11,exact,1776617999,12.7,-1.7,above_obs,NO,0.86,0.86,0.1753,0.85,1776628000,timeout,167,116.28,-1.16,281,90
Amsterdam,2026-04-20,0xb4e6f495a3b157419298673ae417cdb20798f653130c8c06459066d9d541869d,12,12,exact,1776692699,12.7,-0.7,above_obs,NO,0.31,0.31,0.69,0.05,1776702386,timeout,161,322.58,-83.87,19,9
Lucknow,2026-04-05,0x229cc5a27b3d9894d83b6c06dc6dfd5ae050c6556a34d5fbca4f5b3af9e43627,34,34,exact,1775312099,36,-2,above_obs,NO,0.96,0.96,0.1153,0.9,1775326679,timeout,243,104.17,-6.25,70,127
Lucknow,2026-04-05,0x8b0c17b656823cf45f2d3e8d948625ab96a0059def366d7d2d202e7c7d9a8206,36,36,exact,1775330099,36,0,contains,YES,0.05,0.95,0.05,0.004,1775348497,timeout,307,2000,-92,10,112
Lucknow,2026-04-05,0xfb5bfdc4aa13e5ea945306fde817bcbecfa6024c3e2e0d71a4d104280f80ac00,35,35,exact,1775351699,36,-1,above_obs,NO,0.969,0.969,0.0316,0.96,1775361403,timeout,162,103.2,-0.93,218,89
Chongqing,2026-04-22,0x564cad66cd855630dd53635835eab0db52518cf9bbcc09320fbcc73543977f97,,17,or_below,1776771899,16.9,0,contains,YES,0.0295,0.952,0.0295,0.021,1776787516,timeout,260,3385.13,-28.91,239,69
Chongqing,2026-04-22,0x2d3c8312ab8babbb8220bb5713b6e22094c06064e3e480b28ca2b07f58389d23,20,20,exact,1776834899,20.6,-0.6,above_obs,NO,0.6527,0.6527,0.34,0.99,1776837036,profit-take,36,153.21,51.68,1,160
Chongqing,2026-04-22,0x58ea3bd9f2bf642a91b2f1a5c597488ec506ac836f25660c739669e837a04879,21,21,exact,1776838499,22.1,-1.1,above_obs,NO,0.39,0.39,0.66,0.98,1776841248,profit-take,46,256.41,151.28,233,106
