city,date,conditionId,bucketLoC,bucketHiC,kind,snapshotTs,obsMaxC,signedDist,bucketRel,side,entryPrice,noPrice,yesPrice,exitPrice,exitTs,exitReason,holdMin,shares,pnl,fresh,priorTicks
Toronto,2026-04-14,0x265d99bfca5b37742350d122e5d3ce6f2e83c9d528f88fb2a1a0f15e5531a4f8,22,22,exact,1776179699,21,1,below_obs,YES,0.39,0.6,0.39,0.58,1776186956,timeout,121,256.41,48.72,84,10
Buenos Aires,2026-04-12,0x2d809648b6be8552ed444d08315db5b5ae5a723ed22d50ea1f6990eb59288bdb,23,23,exact,1775942099,22.5,0.5,below_obs,YES,0.1664,0.89,0.1664,0.08,1775949453,timeout,123,601,-51.92,264,144
Buenos Aires,2026-04-12,0x49e3c3e43e1b49df6376ffdc96c85ee7f8e42412d5dc70836ff9ccc51cf76515,24,24,exact,1775942999,22.5,1.5,below_obs,YES,0.29,0.71,0.29,0.27,1775950329,timeout,122,344.83,-6.9,158,159
Buenos Aires,2026-04-12,0x1c45b677558d209f53f7f1b427b6cd8b79960a4f1b3c6205d49b9c44d4dcd09f,27,27,exact,1776017699,25.2,1.8,below_obs,NO,0.9223,0.9223,0.112,0.9848,1776020297,profit-take,43,108.42,6.77,100,11
Munich,2026-03-28,0x1b2df36466dc28ba62259a0d837e00098233fa3bed042192f0becf9a87a1f749,9,9,exact,1774707299,7,2,below_obs,NO,0.78,0.78,0.211,0.95,1774714603,timeout,122,128.21,21.79,24,12
Munich,2026-03-28,0xd9feedf6ddfc4e4c856849d88b50b2d0aa8315cd04bc50667581ccf76d0a433a,8,8,exact,1774707299,7,1,below_obs,YES,0.809,0.25,0.809,0.9364,1774714537,timeout,121,123.61,15.75,8,19
Taipei,2026-04-18,0x24e12d82c3f33c2b358bb35e7f3fe9deeccd2f8ae926391d0a64140692541679,27,27,exact,1776426299,28.7,-1.7,above_obs,NO,0.81,0.81,0.19,0.81,1776438236,timeout,199,123.46,0,91,81
Taipei,2026-04-18,0x8c349d4dd4cdd06a0ea9c432dd9330fa5575a37fb97de46d0d1e93a234c74a0a,28,28,exact,1776426299,28.7,-0.7,above_obs,NO,0.93,0.93,0.06,0.94,1776439050,timeout,213,107.53,1.08,71,103
Taipei,2026-04-18,0xc1aeb0170a3b96e9b3e8b2c7d63fc0f85e15a3c8fed82b6cd7098e4ca8d3f06b,29,29,exact,1776469499,28.7,0.3,below_obs,YES,0.0668,0.964,0.0668,0.08,1776477082,timeout,126,1495.91,19.67,65,235
Toronto,2026-04-21,0x00ab5636a5979fca8d1a112da5e92f9e5c8aad0bc365415d13c2e2f4e78eabd2,11,11,exact,1776798899,9.7,1.3,below_obs,YES,0.323,0.71,0.323,0.986,1776805036,profit-take,102,309.6,205.26,43,62
Munich,2026-04-15,0x11c88f91597c52eaab222bcae8d1490d9f59b297eddf7963b0b943b4d832cec5,12,12,exact,1776252599,12.6,-0.6,above_obs,NO,0.9263,0.9263,,0.982,1776255452,profit-take,48,107.96,6.01,151,2
Ankara,2026-04-19,0xccb5114e560687e960883dd300c11d3fa5237a6598b5df0b5ff56fbea8ad3573,14,14,exact,1776527099,15.3,-1.3,above_obs,NO,0.97,0.97,0.03,0.955,1776534500,timeout,123,103.09,-1.55,101,184
Helsinki,2026-04-21,0x79ca8e94fb97d2112ead01183c0da9769fd4f34b6dd563d4f184d1a5f0d2183c,14,14,exact,1776702599,12.2,1.8,below_obs,NO,0.72,0.72,0.27,0.77,1776710684,timeout,135,138.89,6.94,149,73
Helsinki,2026-04-21,0xd9c329f084c89eb149eed2b0e5aa70299573000207fec70632e533c75b89120c,13,13,exact,1776702599,12.2,0.8,below_obs,YES,0.06,0.94,0.06,0.04,1776709960,timeout,123,1666.67,-33.33,149,61
Helsinki,2026-04-21,0xb2a4ea20284db6ccc46807daccf7340dae7eaf74827ea0b9ad4a16156a31ddac,15,15,exact,1776762899,13.5,1.5,below_obs,YES,0.47,0.55,0.47,0.51,1776770512,timeout,127,212.77,8.51,141,177
Helsinki,2026-04-21,0x00cd4c32807269608f032e3e09970262b97afc12bf9512809d28f58746b43289,16,16,exact,1776766499,14,2,below_obs,NO,0.6,0.6,0.39,0.82,1776774072,timeout,126,166.67,36.67,187,173
Seoul,2026-03-25,0xc005744d696df0e4ef630e6c3406eed37550f512f87ee1844f594ccf8ba4d6e6,14,14,exact,1774403099,16,-2,above_obs,NO,0.74,0.74,0.23,0.5,1774410309,timeout,120,135.14,-32.43,22,7
Taipei,2026-04-20,0x00f28b11f287487fe03d796c8a9105cc7b16be835e530cdc82b5c422320a76a5,29,29,exact,1776641399,28,1,below_obs,YES,0.07,0.948,0.07,0.03,1776648636,timeout,121,1428.57,-57.14,49,4
Taipei,2026-04-20,0x26054f8f9dd759ebc2c657427a1306e17d668dedf505f09ff5b84697ed4d9137,30,30,exact,1776643199,28,2,below_obs,NO,0.8903,0.8903,0.1189,0.9654,1776650432,timeout,121,112.33,8.44,27,9
Mexico City,2026-04-17,0x5f36f3cb87e5be5440ea681b79b4c78fa823326d3d159b7d4cd0d9f04adaad0d,28,28,exact,1776383999,29.8,-1.8,above_obs,NO,0.77,0.77,0.23,0.78,1776391818,timeout,130,129.87,1.3,227,74
Mexico City,2026-04-17,0x99ff827e178a124ba4dac273a6ffc3792622eaa51d90f2dd6dc85c5b47b8c094,31,31,exact,1776390299,29.8,1.2,below_obs,YES,0.0752,0.94,0.0752,0.09,1776400230,timeout,166,1330.63,19.76,221,106
Mexico City,2026-04-17,0x91b4e9393af5fea708ced32660ba8b25d7a4bd520aa92565662a771b4ce212bb,29,29,exact,1776458699,29.8,-0.8,above_obs,NO,0.21,0.21,0.79,0.1369,1776466184,timeout,125,476.19,-34.8,91,19
Mexico City,2026-04-17,0xa57bbe173eed156a8d980ef361a08ad6edc6d8c0b220e8deb1c9202552598788,30,30,exact,1776458699,29.8,0.2,below_obs,YES,0.13,0.86,0.13,0.1,1776466778,timeout,135,769.23,-23.08,35,11
Toronto,2026-04-06,0xe9d72e76cb5083b13a48940f931dcb1fb4af4a12c30923806391d00d58c784f9,9,9,exact,1775427299,9.2,-0.2,above_obs,NO,0.93,0.93,0.034,0.97,1775434943,timeout,127,107.53,4.3,280,178
Toronto,2026-04-06,0xa86fa200f83d352d296bf4dc14f3decc7905a02bcaf94afc9f73f245f68b57d7,8,8,exact,1775428199,9.2,-1.2,above_obs,NO,0.82,0.82,0.18,0.82,1775436257,timeout,134,121.95,0,16,211
Tel Aviv,2026-04-14,0xebf5891afae02a3ee29d2c0d5a3de3a3e66bcf49ad4e7ca61bdf36b3ffe0ce7d,29,29,exact,1776163499,27.2,1.8,below_obs,NO,0.72,0.72,0.27,0.03,1776171693,timeout,137,138.89,-95.83,42,5
Jeddah,2026-04-16,0x28e1392f1028992a6f70d1d3edf255ba19c76fcf06692985c85adb45d07e9866,34,34,exact,1776320099,33.2,0.8,below_obs,YES,0.04,0.96,0.04,0.001,1776329384,timeout,155,2500,-97.5,19,4
Jeddah,2026-04-16,0xe5f5d8e4d55be50156647c2fcdbadaa167abc656e58965c27c02932f1c37b4c8,35,35,exact,1776324599,33.6,1.4,below_obs,YES,0.05,0.95,0.05,0.001,1776330134,tape-ended,92,2000,-98,189,13
Jeddah,2026-04-16,0x0161f024062849f0a705fb3b48cca4a9854cb7890643d622f3245a1d720a8c3a,36,36,exact,1776329099,35.3,0.7,below_obs,YES,0.3,0.74,0.3,0.001,1776330134,tape-ended,17,333.33,-99.67,49,57
Amsterdam,2026-04-15,0x22a35baebd2496226ae85d314b857c58ef4a24764eb712bd8469d2b6ea3824a2,16,16,exact,1776237299,14.2,1.8,below_obs,NO,0.97,0.97,0.011,0.9893,1776237508,profit-take,3,103.09,1.99,93,124
Amsterdam,2026-04-15,0x01858640dcc9485f41338ba9cb5250a62d76c0dbf86d940f25c79d85bd948d4f,18,18,exact,1776255299,17.2,0.8,below_obs,YES,0.22,0.8854,0.22,0.38,1776262622,timeout,122,454.55,72.73,123,2
Amsterdam,2026-04-15,0xc3f5333267dcebd793113f4ab39a459d274c596090a4ed5cd908b7c3645d108e,17,17,exact,1776257999,17.2,-0.2,above_obs,NO,0.8831,0.8831,0.107,0.9973,1776259422,profit-take,24,113.23,12.93,43,29
Amsterdam,2026-04-15,0x0e2702d3472786b107f81ffce7a59353fd78fd9b33cc2d62dccde34746219bbd,19,19,exact,1776261599,17.6,1.4,below_obs,YES,0.5,0.484,0.5,0.12,1776268974,timeout,123,200,-76,1,7
